time,datetime,step,global_step,loss,accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627092634.4367907,2021-07-23 22:10:34.436797,19,30,0.52,0.094,1.6,81.857,81.857,192.300,695.352,63.331
1627092718.0595796,2021-07-23 22:11:58.059585,20,32,0.52,0.094,1.5,83.623,83.623,195.000,693.734,63.332
1627092801.0008512,2021-07-23 22:13:21.000859,21,34,0.52,0.102,1.5,82.941,82.941,187.300,690.273,63.332
1627092883.3183804,2021-07-23 22:14:43.318386,22,36,0.52,0.117,1.6,82.317,82.317,194.900,692.449,63.332
1627092964.4669268,2021-07-23 22:16:04.466938,23,38,0.52,0.062,1.6,81.148,81.148,190.700,696.859,63.332
1627093049.4106765,2021-07-23 22:17:29.410680,24,40,0.52,0.047,1.5,84.943,84.943,206.900,698.605,63.333
1627093134.8019843,2021-07-23 22:18:54.801992,25,42,0.52,0.141,1.5,85.391,85.391,207.300,693.578,63.333
1627093215.7380457,2021-07-23 22:20:15.738054,26,44,0.52,0.102,1.6,80.936,80.936,211.400,696.859,63.333
1627093298.3663929,2021-07-23 22:21:38.366401,27,46,0.52,0.102,1.5,82.628,82.628,218.200,698.020,63.333
1627093380.457462,2021-07-23 22:23:00.457471,28,48,0.52,0.125,1.6,82.091,82.091,213.700,696.629,63.333
1627093462.0353541,2021-07-23 22:24:22.035362,29,50,0.52,0.164,1.6,81.578,81.578,214.100,691.793,63.333
1627093546.9417229,2021-07-23 22:25:46.941732,30,52,0.52,0.133,1.5,84.906,84.906,214.300,691.180,63.333
1627093629.207214,2021-07-23 22:27:09.207222,31,54,0.52,0.109,1.6,82.265,82.265,206.800,693.672,63.333
1627093711.2658606,2021-07-23 22:28:31.265865,32,56,0.52,0.086,1.6,82.058,82.058,217.200,696.180,63.333
1627093792.8148084,2021-07-23 22:29:52.814817,33,58,0.52,0.109,1.6,81.549,81.549,217.600,702.977,63.333
1627093876.9150894,2021-07-23 22:31:16.915097,34,60,0.52,0.102,1.5,84.100,84.100,217.400,703.801,63.333
1627093958.6485014,2021-07-23 22:32:38.648510,35,62,0.52,0.102,1.6,81.733,81.733,210.400,697.211,63.333
1627094043.8190255,2021-07-23 22:34:03.819034,36,64,0.52,0.109,1.5,85.170,85.170,219.200,700.691,63.333
1627094125.7489407,2021-07-23 22:35:25.748949,37,66,0.52,0.094,1.6,81.930,81.930,214.000,698.840,63.333
1627094209.195149,2021-07-23 22:36:49.195157,38,68,0.52,0.086,1.5,83.446,83.446,217.000,702.527,63.333
1627094292.7254176,2021-07-23 22:38:12.725423,39,70,0.52,0.078,1.5,83.530,83.530,209.800,710.480,63.333
1627094372.2344491,2021-07-23 22:39:32.234454,40,72,0.52,0.094,1.6,79.509,79.509,222.300,699.395,63.333
1627094458.9175355,2021-07-23 22:40:58.917542,41,74,0.52,0.117,1.5,86.683,86.683,211.500,701.559,63.333
1627094541.5383866,2021-07-23 22:42:21.538391,42,76,0.52,0.102,1.5,82.621,82.621,207.400,701.203,63.333
1627094625.2228239,2021-07-23 22:43:45.222829,43,78,0.52,0.148,1.5,83.684,83.684,206.200,701.648,63.333
1627094707.526065,2021-07-23 22:45:07.526070,44,80,0.52,0.133,1.6,82.303,82.303,185.900,708.887,63.333
1627094791.659298,2021-07-23 22:46:31.659304,45,82,0.52,0.094,1.5,84.133,84.133,168.100,706.219,63.333
1627094877.466146,2021-07-23 22:47:57.466151,46,84,0.52,0.125,1.5,85.807,85.807,163.700,707.637,63.333
1627094961.509654,2021-07-23 22:49:21.509659,47,86,0.52,0.086,1.5,84.043,84.043,165.100,707.832,63.333
1627095045.724871,2021-07-23 22:50:45.724879,48,88,0.52,0.117,1.5,84.215,84.215,169.600,706.254,63.333
1627095130.8092782,2021-07-23 22:52:10.809286,49,90,0.52,0.125,1.5,85.084,85.084,181.400,703.191,63.333
1627095215.5189993,2021-07-23 22:53:35.519006,50,92,0.52,0.078,1.5,84.709,84.709,162.200,704.531,63.333
1627095300.7173824,2021-07-23 22:55:00.717388,51,94,0.52,0.125,1.5,85.198,85.198,165.000,701.488,63.333
1627095383.3428311,2021-07-23 22:56:23.342840,52,96,0.52,0.086,1.5,82.625,82.625,178.500,704.312,63.333
1627095469.1432376,2021-07-23 22:57:49.143243,53,98,0.52,0.109,1.5,85.800,85.800,181.600,710.664,63.333
1627095556.5050547,2021-07-23 22:59:16.505063,54,100,0.52,0.125,1.5,87.362,87.362,168.300,702.711,63.333
1627095640.8633459,2021-07-23 23:00:40.863358,55,102,0.52,0.164,1.5,84.358,84.358,185.700,710.777,63.333
1627095725.766743,2021-07-23 23:02:05.766751,56,104,0.52,0.133,1.5,84.903,84.903,179.000,704.488,63.333
1627095808.8198192,2021-07-23 23:03:28.819824,57,106,0.52,0.062,1.5,83.053,83.053,191.600,703.363,63.333
1627095891.7451332,2021-07-23 23:04:51.745139,58,108,0.52,0.086,1.5,82.925,82.925,187.600,705.133,63.334
1627095976.3275712,2021-07-23 23:06:16.327578,59,110,0.52,0.078,1.5,84.582,84.582,182.600,710.344,63.334
1627096059.1377933,2021-07-23 23:07:39.137799,60,112,0.52,0.133,1.5,82.810,82.810,187.700,708.594,63.334
1627096142.1094508,2021-07-23 23:09:02.109458,61,114,0.52,0.102,1.5,82.971,82.971,185.500,708.410,63.334
1627096225.762084,2021-07-23 23:10:25.762092,62,116,0.52,0.102,1.5,83.652,83.652,192.200,706.195,63.335
1627096306.7548885,2021-07-23 23:11:46.754898,63,118,0.52,0.117,1.6,80.992,80.992,192.600,704.992,63.335
1627096388.7391462,2021-07-23 23:13:08.739153,64,120,0.52,0.062,1.6,81.984,81.984,198.100,703.543,63.335
1627096473.6442196,2021-07-23 23:14:33.644224,65,122,0.52,0.078,1.5,84.905,84.905,183.100,707.969,63.335
1627096557.0273843,2021-07-23 23:15:57.027392,66,124,0.52,0.070,1.5,83.383,83.383,188.300,706.793,63.335
1627096644.6562238,2021-07-23 23:17:24.656229,67,126,0.52,0.109,1.5,87.629,87.629,176.000,712.840,63.336
1627096729.6543524,2021-07-23 23:18:49.654360,68,128,0.52,0.086,1.5,84.998,84.998,194.500,705.465,63.336
1627096816.2746782,2021-07-23 23:20:16.274683,69,130,0.52,0.062,1.5,86.620,86.620,181.100,703.430,63.336
1627096898.6307843,2021-07-23 23:21:38.630790,70,132,0.52,0.102,1.6,82.356,82.356,194.900,705.133,63.336
