time,datetime,step,global_step,loss,examples_sec,sec_batch,duration,cpu,mem,net_usage
1625594166.9294357,2021-07-06 13:56:06.929441,0,0,2.63,44.5,2.876,2.876,0.000,914.648,9.479
1625594168.949791,2021-07-06 13:56:08.949795,1,0,2.66,63.4,2.020,2.020,889.000,989.562,9.479
1625594170.963028,2021-07-06 13:56:10.963032,2,1,2.63,63.6,2.013,2.013,891.600,1004.570,9.479
1625594173.1378615,2021-07-06 13:56:13.137865,3,1,2.64,58.9,2.175,2.175,821.700,1080.551,9.479
1625594175.1169522,2021-07-06 13:56:15.116956,4,1,2.63,64.7,1.979,1.979,899.400,1091.574,9.479
1625594177.1151793,2021-07-06 13:56:17.115183,5,1,2.61,64.1,1.998,1.998,897.800,1099.191,9.479
1625594179.9077015,2021-07-06 13:56:19.907707,6,1,2.53,45.8,2.792,2.792,642.400,1171.641,9.479
1625594182.0257394,2021-07-06 13:56:22.025743,7,2,2.59,60.4,2.118,2.118,857.400,1215.566,9.479
1625594184.2752366,2021-07-06 13:56:24.275241,8,3,2.49,56.9,2.249,2.249,798.000,1240.969,9.479
1625594186.4258382,2021-07-06 13:56:26.425843,9,4,2.54,59.5,2.150,2.150,841.200,1249.871,9.479
1625594188.6296964,2021-07-06 13:56:28.629700,10,5,2.56,58.1,2.204,2.204,821.300,1249.793,9.479
1625594190.8249705,2021-07-06 13:56:30.824974,11,6,2.49,58.3,2.195,2.195,809.500,1260.188,9.479
1625594192.9903302,2021-07-06 13:56:32.990335,12,7,2.52,59.1,2.165,2.165,835.000,1282.059,9.479
1625594195.1814444,2021-07-06 13:56:35.181448,13,8,2.43,58.4,2.191,2.191,813.300,1280.754,9.479
1625594197.4109821,2021-07-06 13:56:37.410987,14,9,2.40,57.4,2.229,2.229,791.700,1313.812,9.479
1625594199.6318836,2021-07-06 13:56:39.631888,15,10,2.42,57.6,2.221,2.221,810.500,1312.051,9.479
1625594201.8137631,2021-07-06 13:56:41.813767,16,11,2.35,58.7,2.182,2.182,822.200,1318.516,9.479
1625594204.051669,2021-07-06 13:56:44.051673,17,12,2.44,57.2,2.238,2.238,791.800,1322.141,9.479
1625594206.3050337,2021-07-06 13:56:46.305038,18,13,2.37,56.8,2.253,2.253,805.900,1325.555,9.479
1625594208.4855945,2021-07-06 13:56:48.485599,19,14,2.37,58.7,2.180,2.180,810.800,1320.645,9.479
