time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627170888.0058312,2021-07-24 19:54:48.005836,0,0,1.58,0.078,0.000,0.8,156.239,156.239,0.000,591.098,3371.412
1627171003.5366182,2021-07-24 19:56:43.536622,1,8,1.58,0.094,0.000,1.1,115.531,115.531,251.800,692.789,3371.412
1627171114.7018433,2021-07-24 19:58:34.701847,2,15,1.58,0.125,0.000,1.2,111.165,111.165,264.500,739.578,3371.412
1627171201.1118946,2021-07-24 20:00:01.111898,3,22,1.57,0.094,0.000,1.5,86.410,86.410,334.100,757.867,3371.412
1627171291.1436377,2021-07-24 20:01:31.143641,4,29,1.57,0.109,0.000,1.4,90.032,90.032,316.200,769.602,3371.412
1627171385.531306,2021-07-24 20:03:05.531310,5,36,1.57,0.141,0.000,1.4,94.388,94.388,306.700,816.961,3371.412
1627171477.209937,2021-07-24 20:04:37.209942,6,44,1.57,0.109,0.000,1.4,91.678,91.678,317.100,834.961,3371.412
1627171564.805216,2021-07-24 20:06:04.805220,7,52,1.56,0.109,0.000,1.5,87.595,87.595,325.500,867.004,3371.412
1627171655.72465,2021-07-24 20:07:35.724654,8,60,1.56,0.117,0.000,1.4,90.919,90.919,318.000,868.574,3371.412
1627171746.6515808,2021-07-24 20:09:06.651586,9,68,1.56,0.094,0.000,1.4,90.927,90.927,315.100,870.949,3371.412
1627171830.0404408,2021-07-24 20:10:30.040445,10,76,1.56,0.062,0.000,1.5,83.389,83.389,342.600,879.953,3371.412
1627171928.902681,2021-07-24 20:12:08.902685,11,83,1.55,0.086,0.000,1.3,98.862,98.862,288.500,886.160,3371.412
1627172035.957713,2021-07-24 20:13:55.957717,12,91,1.55,0.109,0.000,1.2,107.055,107.055,273.900,896.004,3371.412
1627172142.421577,2021-07-24 20:15:42.421580,13,100,1.55,0.094,0.000,1.2,106.464,106.464,278.200,894.449,3371.412
1627172237.7216508,2021-07-24 20:17:17.721655,14,108,1.55,0.117,0.000,1.3,95.300,95.300,303.500,898.945,3371.412
