time,datetime,step,global_step,loss,examples_sec,sec_batch,duration,cpu,mem,net_usage
1625594167.6333866,2021-07-06 13:56:07.633390,0,0,2.65,55.7,2.299,2.299,0.000,973.250,45.219
1625594169.7549593,2021-07-06 13:56:09.754963,1,1,2.58,60.3,2.121,2.121,971.900,1038.000,45.219
1625594171.850797,2021-07-06 13:56:11.850801,2,1,2.60,61.1,2.096,2.096,964.800,1070.457,45.219
1625594174.0215929,2021-07-06 13:56:14.021597,3,1,2.62,59.0,2.171,2.171,968.300,1138.816,45.219
1625594176.196622,2021-07-06 13:56:16.196627,4,1,2.63,58.9,2.175,2.175,965.100,1191.965,45.219
1625594179.9079072,2021-07-06 13:56:19.907912,5,1,2.60,34.5,3.711,3.711,551.300,1212.957,45.219
1625594182.0234463,2021-07-06 13:56:22.023451,6,2,2.56,60.5,2.115,2.115,951.500,1213.715,45.219
1625594184.2740917,2021-07-06 13:56:24.274096,7,3,2.53,56.9,2.250,2.250,946.400,1233.770,45.219
1625594186.4271014,2021-07-06 13:56:26.427107,8,4,2.58,59.5,2.153,2.153,966.600,1269.688,45.219
1625594188.6405964,2021-07-06 13:56:28.640600,9,5,2.57,57.8,2.213,2.213,951.900,1304.230,45.219
1625594190.82848,2021-07-06 13:56:30.828484,10,6,2.48,58.5,2.188,2.188,956.600,1304.918,45.219
1625594192.9883773,2021-07-06 13:56:32.988381,11,7,2.49,59.3,2.160,2.160,943.600,1303.891,45.219
1625594195.1839888,2021-07-06 13:56:35.183994,12,8,2.50,58.3,2.195,2.195,947.800,1312.496,45.219
1625594197.4018106,2021-07-06 13:56:37.401815,13,9,2.47,57.7,2.218,2.218,946.400,1312.898,45.219
1625594199.6335907,2021-07-06 13:56:39.633596,14,10,2.41,57.4,2.232,2.232,945.500,1337.680,45.219
1625594201.8155599,2021-07-06 13:56:41.815564,15,11,2.40,58.7,2.182,2.182,960.100,1344.559,45.219
1625594204.0466816,2021-07-06 13:56:44.046686,16,12,2.40,57.4,2.231,2.231,947.500,1352.598,45.219
1625594206.305576,2021-07-06 13:56:46.305581,17,13,2.39,56.7,2.259,2.259,934.500,1352.199,45.219
1625594208.4953485,2021-07-06 13:56:48.495352,18,14,2.38,58.5,2.190,2.190,958.500,1350.402,45.219
1625594210.659269,2021-07-06 13:56:50.659274,19,15,2.37,59.2,2.164,2.164,943.700,1353.031,45.219
1625594212.8825223,2021-07-06 13:56:52.882526,20,16,2.37,57.6,2.223,2.223,906.300,1361.680,45.219
1625594215.1185226,2021-07-06 13:56:55.118527,21,17,2.36,57.2,2.236,2.236,952.600,1363.359,45.219
1625594217.3383505,2021-07-06 13:56:57.338355,22,18,2.40,57.7,2.220,2.220,942.400,1361.188,45.219
1625594219.5295963,2021-07-06 13:56:59.529600,23,19,2.27,58.4,2.191,2.191,958.300,1360.215,45.219
1625594221.7516193,2021-07-06 13:57:01.751624,24,20,2.25,57.6,2.222,2.222,951.800,1360.289,45.219
1625594223.8826194,2021-07-06 13:57:03.882625,25,21,2.33,60.1,2.131,2.131,973.300,1358.582,45.219
1625594226.0810196,2021-07-06 13:57:06.081024,26,22,2.27,58.2,2.198,2.198,950.700,1360.395,45.219
1625594228.227114,2021-07-06 13:57:08.227118,27,23,2.30,59.7,2.146,2.146,952.400,1366.938,45.219
1625594230.4355738,2021-07-06 13:57:10.435578,28,24,2.27,58.0,2.208,2.208,952.700,1378.133,45.219
1625594232.652982,2021-07-06 13:57:12.652986,29,25,2.25,57.7,2.217,2.217,952.000,1377.105,45.219
1625594234.8544695,2021-07-06 13:57:14.854474,30,26,2.32,58.1,2.201,2.201,962.500,1375.070,45.219
1625594237.0528336,2021-07-06 13:57:17.052837,31,27,2.22,58.2,2.198,2.198,943.900,1376.137,45.219
1625594239.2928824,2021-07-06 13:57:19.292887,32,28,2.27,57.1,2.240,2.240,921.400,1375.715,45.219
1625594241.5005164,2021-07-06 13:57:21.500521,33,29,2.25,58.0,2.207,2.207,955.300,1374.547,45.219
1625594243.7201364,2021-07-06 13:57:23.720140,34,30,2.26,57.7,2.219,2.219,952.000,1374.277,45.219
1625594245.9300206,2021-07-06 13:57:25.930024,35,31,2.27,57.9,2.210,2.210,958.000,1376.848,45.219
1625594248.1093626,2021-07-06 13:57:28.109367,36,32,2.17,58.7,2.179,2.179,948.000,1377.762,45.219
1625594250.3164768,2021-07-06 13:57:30.316481,37,33,2.23,58.0,2.207,2.207,932.400,1376.930,45.219
1625594252.4378598,2021-07-06 13:57:32.437864,38,34,2.26,60.3,2.121,2.121,942.800,1378.355,45.219
1625594254.5863705,2021-07-06 13:57:34.586375,39,35,2.19,59.6,2.148,2.148,932.700,1377.875,45.219
1625594256.752632,2021-07-06 13:57:36.752636,40,36,2.26,59.1,2.166,2.166,957.900,1376.242,45.219
1625594258.9215653,2021-07-06 13:57:38.921569,41,37,2.23,59.0,2.169,2.169,941.500,1377.996,45.219
1625594261.1235538,2021-07-06 13:57:41.123558,42,38,2.17,58.1,2.202,2.202,941.400,1377.246,45.219
1625594263.322458,2021-07-06 13:57:43.322462,43,39,2.17,58.2,2.199,2.199,943.200,1375.363,45.219
1625594265.5321128,2021-07-06 13:57:45.532117,44,40,2.22,57.9,2.209,2.209,958.500,1377.273,45.219
1625594267.7175276,2021-07-06 13:57:47.717532,45,41,2.25,58.6,2.185,2.185,958.200,1376.859,45.219
1625594269.9295533,2021-07-06 13:57:49.929557,46,42,2.16,57.9,2.212,2.212,942.100,1372.535,45.219
1625594272.153035,2021-07-06 13:57:52.153044,47,43,2.11,57.6,2.223,2.223,940.900,1372.895,45.219
1625594274.3737142,2021-07-06 13:57:54.373719,48,44,2.17,57.6,2.220,2.220,947.000,1375.848,45.219
1625594276.5561843,2021-07-06 13:57:56.556188,49,45,2.18,58.7,2.182,2.182,955.400,1374.418,45.219
1625594278.8278008,2021-07-06 13:57:58.827806,50,46,2.17,56.4,2.271,2.271,913.000,1375.172,45.219
1625594281.0669026,2021-07-06 13:58:01.066906,51,47,2.13,57.2,2.239,2.239,953.100,1376.504,45.219
1625594283.2993295,2021-07-06 13:58:03.299334,52,48,2.17,57.3,2.232,2.232,936.200,1375.297,45.219
1625594285.4262428,2021-07-06 13:58:05.426247,53,49,2.16,60.2,2.127,2.127,955.400,1375.016,45.219
1625594287.64457,2021-07-06 13:58:07.644575,54,50,2.06,57.7,2.218,2.218,942.600,1375.152,45.219
1625594289.835742,2021-07-06 13:58:09.835746,55,51,2.07,58.4,2.191,2.191,929.200,1376.723,45.219
1625594292.0079424,2021-07-06 13:58:12.007947,56,52,2.08,58.9,2.172,2.172,965.400,1376.703,45.219
1625594294.150174,2021-07-06 13:58:14.150178,57,53,2.08,59.8,2.142,2.142,951.300,1376.199,45.219
1625594296.3904624,2021-07-06 13:58:16.390467,58,54,2.14,57.1,2.240,2.240,939.600,1375.996,45.219
1625594298.6003354,2021-07-06 13:58:18.600340,59,55,2.04,57.9,2.210,2.210,954.800,1376.227,45.219
1625594300.8416195,2021-07-06 13:58:20.841624,60,56,2.08,57.1,2.241,2.241,930.700,1375.137,45.219
1625594302.9598887,2021-07-06 13:58:22.959893,61,57,2.18,60.4,2.118,2.118,972.000,1375.137,45.219
1625594305.1818485,2021-07-06 13:58:25.181853,62,58,2.13,57.6,2.222,2.222,954.100,1372.469,45.219
1625594307.3893678,2021-07-06 13:58:27.389372,63,59,2.09,58.0,2.207,2.207,948.100,1369.469,45.219
1625594309.5125718,2021-07-06 13:58:29.512575,64,60,2.03,60.3,2.123,2.123,971.600,1372.117,45.219
1625594311.6716714,2021-07-06 13:58:31.671676,65,61,2.15,59.3,2.159,2.159,973.100,1373.848,45.219
1625594313.8280795,2021-07-06 13:58:33.828084,66,62,2.01,59.4,2.156,2.156,960.800,1375.012,45.219
1625594316.0104194,2021-07-06 13:58:36.010424,67,63,1.99,58.7,2.182,2.182,958.200,1376.727,45.219
1625594318.2618194,2021-07-06 13:58:38.261824,68,64,2.09,56.9,2.251,2.251,924.300,1377.758,45.219
1625594320.464409,2021-07-06 13:58:40.464413,69,65,2.02,58.1,2.202,2.202,934.800,1376.047,45.219
1625594322.6744764,2021-07-06 13:58:42.674480,70,66,2.10,57.9,2.210,2.210,941.100,1375.406,45.219
1625594324.9308832,2021-07-06 13:58:44.930887,71,67,1.88,56.7,2.256,2.256,933.800,1376.461,45.219
1625594327.0929725,2021-07-06 13:58:47.092977,72,68,2.00,59.2,2.162,2.162,936.600,1373.230,45.219
1625594329.4331968,2021-07-06 13:58:49.433202,73,69,2.04,54.7,2.340,2.340,902.500,1373.168,45.219
1625594331.609621,2021-07-06 13:58:51.609625,74,70,2.03,58.8,2.176,2.176,954.300,1374.359,45.219
1625594333.8091908,2021-07-06 13:58:53.809194,75,71,2.06,58.2,2.199,2.199,943.800,1375.895,45.219
1625594336.1600513,2021-07-06 13:58:56.160056,76,72,1.92,54.5,2.351,2.351,883.500,1376.902,45.219
1625594338.358544,2021-07-06 13:58:58.358549,77,73,2.00,58.2,2.198,2.198,956.100,1377.047,45.219
1625594340.5856957,2021-07-06 13:59:00.585700,78,74,2.01,57.5,2.227,2.227,952.400,1378.602,45.219
1625594342.769242,2021-07-06 13:59:02.769246,79,75,2.10,58.6,2.183,2.183,954.400,1375.738,45.219
1625594344.9260094,2021-07-06 13:59:04.926014,80,76,2.06,59.4,2.157,2.157,967.200,1374.141,45.219
1625594347.1601412,2021-07-06 13:59:07.160146,81,77,2.02,57.3,2.234,2.234,907.800,1373.148,45.219
1625594349.2936926,2021-07-06 13:59:09.293697,82,78,2.00,60.0,2.133,2.133,943.500,1372.887,45.219
1625594351.4609373,2021-07-06 13:59:11.460941,83,79,1.93,59.1,2.167,2.167,961.600,1374.219,45.219
1625594353.6440127,2021-07-06 13:59:13.644017,84,80,1.90,58.6,2.183,2.183,950.000,1377.594,45.219
1625594355.91843,2021-07-06 13:59:15.918435,85,81,1.91,56.3,2.274,2.274,945.700,1375.227,45.219
1625594358.1196072,2021-07-06 13:59:18.119611,86,82,2.11,58.2,2.201,2.201,951.700,1375.430,45.219
1625594360.2494712,2021-07-06 13:59:20.249475,87,83,1.90,60.1,2.130,2.130,945.600,1374.820,45.219
1625594362.493021,2021-07-06 13:59:22.493026,88,84,2.00,57.1,2.243,2.243,945.400,1371.770,45.219
1625594364.6799028,2021-07-06 13:59:24.679907,89,85,2.11,58.5,2.187,2.187,954.300,1373.832,45.219
1625594366.783004,2021-07-06 13:59:26.783009,90,86,1.92,60.9,2.103,2.103,955.300,1375.836,45.219
1625594368.955873,2021-07-06 13:59:28.955877,91,87,1.89,58.9,2.173,2.173,956.300,1375.793,45.219
