time,datetime,step,global_step,loss,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627236052.6335123,2021-07-25 14:00:52.633516,0,0,1.58,1.1,112.259,112.259,0.000,588.418,196.781
1627236125.5434928,2021-07-25 14:02:05.543499,1,0,1.58,1.8,72.910,72.910,351.900,646.363,196.781
1627236200.6134262,2021-07-25 14:03:20.613429,2,1,1.58,1.7,75.069,75.069,345.500,890.117,196.781
1627236274.324124,2021-07-25 14:04:34.324130,3,1,1.58,1.7,73.711,73.711,351.500,756.879,196.781
1627236356.8871372,2021-07-25 14:05:56.887143,4,1,1.58,1.6,82.563,82.563,310.600,764.801,196.781
1627236443.938307,2021-07-25 14:07:23.938314,5,1,1.58,1.5,87.051,87.051,302.300,799.637,196.781
1627236522.1390703,2021-07-25 14:08:42.139076,6,1,1.58,1.6,78.200,78.200,334.300,810.625,196.781
1627236594.0108857,2021-07-25 14:09:54.010890,7,1,1.58,1.8,71.871,71.871,360.500,888.391,196.781
1627236666.07589,2021-07-25 14:11:06.075896,8,1,1.58,1.8,72.065,72.065,356.700,906.383,196.781
1627236738.4483275,2021-07-25 14:12:18.448334,9,1,1.58,1.8,72.372,72.372,357.300,897.574,196.781
1627236837.9855793,2021-07-25 14:13:57.985584,10,1,1.58,1.3,99.537,99.537,259.500,892.066,196.781
1627236960.0459146,2021-07-25 14:16:00.045921,11,2,1.57,1.0,122.060,122.060,218.100,894.465,196.781
1627237084.770516,2021-07-25 14:18:04.770521,12,3,1.57,1.0,124.724,124.724,213.400,898.156,196.781
1627237207.4373443,2021-07-25 14:20:07.437350,13,4,1.56,1.0,122.667,122.667,219.800,900.527,196.781
1627237339.5218022,2021-07-25 14:22:19.521807,14,5,1.56,1.0,132.084,132.084,204.300,894.242,196.781
1627237462.1543667,2021-07-25 14:24:22.154372,15,6,1.56,1.0,122.632,122.632,219.700,906.758,196.781
1627237584.872887,2021-07-25 14:26:24.872892,16,7,1.55,1.0,122.718,122.718,213.800,921.070,196.781
1627237713.415262,2021-07-25 14:28:33.415268,17,8,1.55,1.0,128.542,128.542,211.400,915.844,196.781
1627237838.9372072,2021-07-25 14:30:38.937211,18,9,1.54,1.0,125.522,125.522,215.300,917.688,196.781
1627237967.2379317,2021-07-25 14:32:47.237938,19,10,1.54,1.0,128.301,128.301,210.300,925.242,196.781
1627238093.6707187,2021-07-25 14:34:53.670724,20,11,1.53,1.0,126.433,126.433,211.800,929.086,196.781
1627238215.380624,2021-07-25 14:36:55.380628,21,12,1.53,1.1,121.710,121.710,214.800,935.340,196.781
1627238339.419186,2021-07-25 14:38:59.419192,22,13,1.52,1.0,124.038,124.038,216.700,933.922,196.781
1627238471.3939815,2021-07-25 14:41:11.393987,23,14,1.52,1.0,131.974,131.974,199.000,937.195,196.781
1627238598.7778172,2021-07-25 14:43:18.777822,24,15,1.52,1.0,127.384,127.384,211.700,942.875,196.781
1627238724.2206342,2021-07-25 14:45:24.220638,25,16,1.51,1.0,125.443,125.443,216.100,944.816,196.781
1627238853.6147585,2021-07-25 14:47:33.614762,26,17,1.51,1.0,129.394,129.394,206.900,944.793,196.781
1627238979.8654032,2021-07-25 14:49:39.865410,27,18,1.50,1.0,126.250,126.250,211.500,943.988,196.781
1627239105.3133621,2021-07-25 14:51:45.313368,28,19,1.50,1.0,125.448,125.448,215.200,945.980,196.781
1627239231.3951952,2021-07-25 14:53:51.395202,29,20,1.49,1.0,126.082,126.082,214.900,942.914,196.781
