time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627170893.8798254,2021-07-24 19:54:53.879851,0,0,1.58,0.109,0.000,0.8,157.061,157.061,0.000,633.297,48589.901
1627171055.850545,2021-07-24 19:57:35.850577,1,8,1.58,0.078,0.000,0.8,161.970,161.970,324.400,753.031,48589.901
1627171178.0377614,2021-07-24 19:59:38.037790,2,19,1.58,0.117,0.000,1.0,122.186,122.186,375.500,855.266,48589.901
1627171305.3035588,2021-07-24 20:01:45.303575,3,27,1.57,0.078,0.000,1.0,127.265,127.265,397.200,928.586,48589.901
1627171417.2187562,2021-07-24 20:03:37.218770,4,38,1.57,0.125,0.000,1.1,111.915,111.915,453.100,955.523,48589.901
1627171524.1793377,2021-07-24 20:05:24.179354,5,47,1.57,0.117,0.000,1.2,106.960,106.960,489.800,981.680,48589.901
1627171637.6534796,2021-07-24 20:07:17.653492,6,57,1.56,0.062,0.000,1.1,113.474,113.474,449.200,1002.094,48589.901
1627171757.6534195,2021-07-24 20:09:17.653434,7,66,1.56,0.086,0.000,1.1,119.999,119.999,420.100,1075.344,48589.901
1627171884.8137212,2021-07-24 20:11:24.813735,8,77,1.56,0.117,0.000,1.0,127.160,127.160,380.600,1094.469,48589.901
1627171998.946414,2021-07-24 20:13:18.946436,9,87,1.55,0.078,0.000,1.1,114.132,114.132,420.100,1132.156,48589.901
1627172120.6521297,2021-07-24 20:15:20.652142,10,96,1.55,0.078,0.000,1.1,121.705,121.705,430.100,1262.793,48589.901
1627172226.2170959,2021-07-24 20:17:06.217112,11,106,1.55,0.078,0.000,1.2,105.565,105.565,403.800,1203.691,48589.901
1627172341.320904,2021-07-24 20:19:01.320920,12,114,1.54,0.086,0.000,1.1,115.103,115.103,368.400,1217.133,48589.901
1627172462.9903092,2021-07-24 20:21:02.990325,13,125,1.54,0.086,0.000,1.1,121.668,121.668,337.100,1223.211,48589.901
1627172573.5135012,2021-07-24 20:22:53.513522,14,134,1.54,0.109,0.000,1.2,110.523,110.523,421.700,1298.086,48589.901
1627172688.5663822,2021-07-24 20:24:48.566403,15,143,1.54,0.102,0.000,1.1,115.052,115.052,438.100,1294.996,48589.901
1627172814.1730342,2021-07-24 20:26:54.173067,16,153,1.53,0.086,0.000,1.0,125.606,125.606,388.400,1296.875,48589.901
1627172923.0662305,2021-07-24 20:28:43.066243,17,163,1.53,0.094,0.000,1.2,108.892,108.892,448.900,1409.113,48589.901
1627173025.5972202,2021-07-24 20:30:25.597235,18,172,1.53,0.086,0.000,1.2,102.530,102.530,499.900,1304.367,48589.901
1627173122.6626577,2021-07-24 20:32:02.662675,19,180,1.52,0.133,0.000,1.3,97.065,97.065,517.100,1325.824,48589.901
1627173235.9882376,2021-07-24 20:33:55.988261,20,188,1.52,0.047,0.000,1.1,113.325,113.325,429.900,1352.125,48589.901
1627173340.7448218,2021-07-24 20:35:40.744834,21,198,1.52,0.094,0.000,1.2,104.756,104.756,450.100,1342.441,48589.901
1627173452.3136525,2021-07-24 20:37:32.313667,22,207,1.52,0.164,0.000,1.1,111.568,111.568,403.800,1362.348,48589.901
1627173569.5545056,2021-07-24 20:39:29.554531,23,217,1.51,0.062,0.000,1.1,117.240,117.240,414.500,1373.602,48589.901
1627173683.417741,2021-07-24 20:41:23.417759,24,227,1.51,0.117,0.000,1.1,113.863,113.863,415.200,1401.832,48589.901
1627173788.4912245,2021-07-24 20:43:08.491240,25,237,1.51,0.117,0.000,1.2,105.073,105.073,453.000,1388.086,48589.901
1627173908.8460963,2021-07-24 20:45:08.846127,26,245,1.51,0.070,0.000,1.1,120.354,120.354,366.800,1410.895,48589.901
