time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627271503.103114,2021-07-25 23:51:43.103142,0,0,0.89,0.102,2.5,51.960,51.960,0.000,523.816,48594.838
1627271552.4737327,2021-07-25 23:52:32.473768,1,8,0.81,0.094,2.6,49.369,49.369,389.200,583.156,48594.845
1627271592.4321585,2021-07-25 23:53:12.432178,2,19,0.75,0.117,3.2,39.957,39.957,360.900,630.289,48594.861
1627271626.6957192,2021-07-25 23:53:46.695737,3,28,0.71,0.047,3.7,34.263,34.263,408.300,659.020,48594.871
1627271667.021238,2021-07-25 23:54:27.021261,4,36,0.68,0.102,3.2,40.325,40.325,428.500,686.867,48594.875
1627271703.9763541,2021-07-25 23:55:03.976376,5,46,0.65,0.070,3.5,36.954,36.954,453.800,719.938,48594.881
1627271741.7390208,2021-07-25 23:55:41.739050,6,55,0.63,0.078,3.4,37.762,37.762,474.600,737.914,48594.885
1627271778.0642114,2021-07-25 23:56:18.064226,7,64,0.61,0.047,3.5,36.325,36.325,495.500,758.594,48594.890
1627271821.3395474,2021-07-25 23:57:01.339574,8,72,0.60,0.109,3.0,43.275,43.275,398.200,763.688,48594.895
1627271863.33193,2021-07-25 23:57:43.331946,9,82,0.58,0.094,3.0,41.992,41.992,388.200,803.250,48594.901
1627271898.832019,2021-07-25 23:58:18.832038,10,92,0.57,0.078,3.6,35.499,35.499,452.800,825.332,48594.906
1627271939.2150583,2021-07-25 23:58:59.215077,11,101,0.56,0.055,3.2,40.382,40.382,460.500,832.152,48594.911
1627271987.6676607,2021-07-25 23:59:47.667676,12,111,0.56,0.109,2.6,48.452,48.452,360.600,828.465,48594.916
1627272031.9789302,2021-07-26 00:00:31.978948,13,123,0.55,0.180,2.9,44.311,44.311,379.000,835.547,48594.923
1627272071.6461108,2021-07-26 00:01:11.646125,14,133,0.54,0.078,3.2,39.666,39.666,368.100,839.625,48594.929
1627272108.250116,2021-07-26 00:01:48.250130,15,141,0.54,0.078,3.5,36.603,36.603,387.800,855.867,48594.934
1627272144.1972654,2021-07-26 00:02:24.197286,16,151,0.54,0.086,3.6,35.947,35.947,429.100,854.242,48594.939
1627272179.0508716,2021-07-26 00:02:59.050886,17,160,0.53,0.070,3.7,34.853,34.853,479.600,856.055,48594.943
1627272221.5696826,2021-07-26 00:03:41.569697,18,168,0.53,0.117,3.0,42.518,42.518,402.000,864.238,48594.948
1627272261.086912,2021-07-26 00:04:21.086926,19,180,0.53,0.094,3.2,39.517,39.517,390.400,868.391,48594.954
1627272291.5066369,2021-07-26 00:04:51.506656,20,189,0.53,0.094,4.2,30.419,30.419,568.100,863.707,48594.959
1627272328.874905,2021-07-26 00:05:28.874925,21,197,0.53,0.078,3.4,37.368,37.368,453.200,870.262,48594.963
1627272367.7547123,2021-07-26 00:06:07.754732,22,207,0.53,0.109,3.3,38.879,38.879,426.300,881.156,48594.968
1627272404.0830605,2021-07-26 00:06:44.083081,23,216,0.53,0.109,3.5,36.328,36.328,471.700,887.379,48594.973
1627272445.0239985,2021-07-26 00:07:25.024016,24,225,0.53,0.062,3.1,40.940,40.940,388.000,886.449,48594.978
1627272484.9317868,2021-07-26 00:08:04.931801,25,235,0.53,0.078,3.2,39.907,39.907,383.300,883.496,48594.983
1627272518.9595513,2021-07-26 00:08:38.959571,26,244,0.52,0.055,3.8,34.027,34.027,505.600,886.293,48594.988
1627272555.344166,2021-07-26 00:09:15.344185,27,252,0.52,0.070,3.5,36.384,36.384,469.200,891.438,48594.993
1627272592.049365,2021-07-26 00:09:52.049387,28,262,0.52,0.141,3.5,36.705,36.705,400.700,888.637,48594.998
1627272623.886146,2021-07-26 00:10:23.886165,29,270,0.52,0.070,4.0,31.836,31.836,461.500,897.461,48595.003
1627272660.1378293,2021-07-26 00:11:00.137842,30,278,0.52,0.109,3.5,36.251,36.251,472.900,900.918,48595.007
1627272696.0602217,2021-07-26 00:11:36.060239,31,287,0.52,0.109,3.6,35.922,35.922,423.600,903.805,48595.011
1627272740.6213024,2021-07-26 00:12:20.621318,32,296,0.52,0.086,2.9,44.560,44.560,380.500,910.152,48595.016
1627272784.8269992,2021-07-26 00:13:04.827021,33,307,0.52,0.102,2.9,44.205,44.205,333.400,921.875,48595.022
1627272828.9370062,2021-07-26 00:13:48.937020,34,318,0.52,0.062,2.9,44.109,44.109,349.700,923.762,48595.028
1627272867.411271,2021-07-26 00:14:27.411305,35,328,0.52,0.109,3.3,38.474,38.474,357.300,928.055,48595.034
1627272905.9101388,2021-07-26 00:15:05.910154,36,336,0.52,0.117,3.3,38.498,38.498,387.500,925.379,48595.039
1627272952.1696215,2021-07-26 00:15:52.169636,37,345,0.52,0.094,2.8,46.259,46.259,380.200,933.922,48595.044
1627272993.8425214,2021-07-26 00:16:33.842538,38,358,0.52,0.141,3.1,41.672,41.672,346.400,934.270,48595.050
1627273028.557698,2021-07-26 00:17:08.557718,39,367,0.52,0.133,3.7,34.714,34.714,422.300,936.156,48595.056
1627273068.65563,2021-07-26 00:17:48.655650,40,376,0.52,0.078,3.2,40.097,40.097,398.400,951.230,48595.060
1627273107.9773824,2021-07-26 00:18:27.977399,41,385,0.52,0.180,3.3,39.320,39.320,411.200,947.324,48595.065
1627273147.784036,2021-07-26 00:19:07.784065,42,395,0.52,0.117,3.2,39.806,39.806,446.900,948.812,48595.071
1627273180.5896719,2021-07-26 00:19:40.589688,43,405,0.52,0.078,3.9,32.805,32.805,558.900,949.801,48595.076
1627273221.2507074,2021-07-26 00:20:21.250721,44,413,0.52,0.094,3.1,40.660,40.660,401.700,953.066,48595.080
1627273254.3997018,2021-07-26 00:20:54.399716,45,422,0.52,0.117,3.9,33.148,33.148,476.400,951.758,48595.086
1627273286.117837,2021-07-26 00:21:26.117858,46,430,0.52,0.117,4.0,31.718,31.718,524.900,956.031,48595.090
1627273321.9783874,2021-07-26 00:22:01.978403,47,438,0.52,0.109,3.6,35.860,35.860,456.900,962.730,48595.094
1627273356.5347805,2021-07-26 00:22:36.534799,48,447,0.52,0.062,3.7,34.556,34.556,473.100,954.301,48595.099
1627273389.630427,2021-07-26 00:23:09.630449,49,456,0.52,0.117,3.9,33.095,33.095,482.000,955.750,48595.103
1627273425.0646105,2021-07-26 00:23:45.064626,50,464,0.52,0.117,3.6,35.433,35.433,480.100,956.008,48595.108
1627273467.2503169,2021-07-26 00:24:27.250323,51,473,0.52,0.086,3.0,42.185,42.185,411.200,957.754,48595.112
1627273505.6186907,2021-07-26 00:25:05.618709,52,484,0.52,0.047,3.3,38.368,38.368,425.800,960.965,48595.118
1627273539.179119,2021-07-26 00:25:39.179134,53,494,0.52,0.086,3.8,33.560,33.560,485.100,960.973,48595.123
1627273573.6839676,2021-07-26 00:26:13.683986,54,502,0.52,0.078,3.7,34.504,34.504,512.900,964.164,48595.128
1627273616.7038991,2021-07-26 00:26:56.703917,55,511,0.52,0.070,3.0,43.019,43.019,400.800,967.094,48595.132
1627273656.6778114,2021-07-26 00:27:36.677836,56,522,0.52,0.102,3.2,39.973,39.973,409.400,959.609,48595.138
1627273692.3100736,2021-07-26 00:28:12.310087,57,530,0.52,0.109,3.6,35.631,35.631,504.500,963.562,48595.143
1627273731.3709464,2021-07-26 00:28:51.370963,58,540,0.52,0.062,3.3,39.060,39.060,409.500,963.133,48595.148
1627273771.5309772,2021-07-26 00:29:31.530991,59,549,0.52,0.133,3.2,40.159,40.159,422.400,966.340,48595.153
1627273809.199715,2021-07-26 00:30:09.199734,60,559,0.52,0.078,3.4,37.668,37.668,461.600,964.828,48595.158
1627273850.4419281,2021-07-26 00:30:50.441943,61,567,0.52,0.070,3.1,41.241,41.241,375.700,971.367,48595.163
1627273887.9128082,2021-07-26 00:31:27.912848,62,577,0.52,0.086,3.4,37.470,37.470,468.100,968.969,48595.169
1627273925.5527048,2021-07-26 00:32:05.552718,63,585,0.52,0.117,3.4,37.639,37.639,441.300,966.633,48595.173
1627273964.4141648,2021-07-26 00:32:44.414177,64,595,0.52,0.086,3.3,38.861,38.861,430.300,965.461,48595.178
1627273997.7867906,2021-07-26 00:33:17.786812,65,604,0.52,0.078,3.8,33.372,33.372,476.300,969.652,48595.184
1627274034.4484339,2021-07-26 00:33:54.448458,66,612,0.52,0.180,3.5,36.661,36.661,482.600,973.871,48595.188
1627274079.4088085,2021-07-26 00:34:39.408827,67,622,0.52,0.070,2.8,44.959,44.959,398.300,972.898,48595.193
