time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627194663.7778323,2021-07-25 02:31:03.777837,0,0,2.79,0.055,0.000,24.9,5.140,5.140,0.000,931.977,575.514
1627194667.2931228,2021-07-25 02:31:07.293126,1,7,2.71,0.094,0.000,36.4,3.515,3.515,1052.800,1031.367,575.521
1627194670.800125,2021-07-25 02:31:10.800128,2,13,2.64,0.109,0.000,36.5,3.507,3.507,1051.000,1125.438,575.525
1627194674.359898,2021-07-25 02:31:14.359902,3,21,2.52,0.109,0.000,36.0,3.560,3.560,1058.200,1150.961,575.530
1627194677.8232608,2021-07-25 02:31:17.823264,4,27,2.47,0.148,0.000,37.0,3.463,3.463,1051.600,1217.453,575.534
1627194681.3262072,2021-07-25 02:31:21.326211,5,35,2.50,0.148,0.000,36.5,3.503,3.503,1058.300,1273.926,575.539
1627194684.7962406,2021-07-25 02:31:24.796244,6,43,2.44,0.219,0.000,36.9,3.470,3.470,1051.000,1276.730,575.543
1627194688.3071427,2021-07-25 02:31:28.307146,7,50,2.48,0.188,0.000,36.5,3.511,3.511,1045.900,1275.797,575.547
1627194691.7614844,2021-07-25 02:31:31.761487,8,58,2.39,0.188,0.000,37.1,3.454,3.454,1062.100,1292.875,575.552
1627194695.2897825,2021-07-25 02:31:35.289786,9,66,2.40,0.164,0.000,36.3,3.528,3.528,1056.300,1296.422,575.556
1627194698.8260887,2021-07-25 02:31:38.826092,10,73,2.41,0.188,0.000,36.2,3.536,3.536,1052.500,1337.047,575.561
1627194702.2588701,2021-07-25 02:31:42.258874,11,81,2.25,0.195,0.000,37.3,3.433,3.433,1057.200,1336.773,575.566
1627194705.7609205,2021-07-25 02:31:45.760925,12,89,2.29,0.164,0.000,36.6,3.502,3.502,1058.800,1350.324,575.570
1627194709.2671237,2021-07-25 02:31:49.267127,13,96,2.29,0.320,0.000,36.5,3.506,3.506,1059.800,1344.871,575.574
1627194712.705931,2021-07-25 02:31:52.705934,14,104,2.19,0.250,0.000,37.2,3.439,3.439,1057.600,1374.188,575.579
1627194716.1280773,2021-07-25 02:31:56.128081,15,112,2.22,0.305,0.000,37.4,3.422,3.422,1062.200,1378.879,575.583
1627194719.610723,2021-07-25 02:31:59.610727,16,119,2.22,0.320,0.000,36.8,3.482,3.482,1056.700,1396.453,575.588
1627194723.0495915,2021-07-25 02:32:03.049595,17,126,2.21,0.312,0.000,37.2,3.439,3.439,1059.900,1411.945,575.592
1627194726.5241024,2021-07-25 02:32:06.524107,18,134,2.20,0.305,0.000,36.8,3.474,3.474,1062.300,1408.953,575.596
1627194730.0531576,2021-07-25 02:32:10.053162,19,142,2.22,0.234,0.000,36.3,3.529,3.529,1054.400,1409.496,575.601
1627194733.573728,2021-07-25 02:32:13.573731,20,149,2.23,0.281,0.000,36.4,3.520,3.520,1053.500,1412.633,575.605
1627194736.9919314,2021-07-25 02:32:16.991935,21,156,2.19,0.227,0.000,37.4,3.418,3.418,1056.400,1413.762,575.610
1627194740.4572845,2021-07-25 02:32:20.457288,22,163,2.16,0.305,0.000,36.9,3.465,3.465,1057.900,1416.219,575.614
