time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627170880.3380616,2021-07-24 19:54:40.338067,0,0,1.58,0.133,0.000,0.9,149.377,149.377,0.000,593.859,93.838
1627171012.5316107,2021-07-24 19:56:52.531615,1,8,1.58,0.062,0.000,1.0,132.193,132.193,223.500,683.219,93.838
1627171153.7812948,2021-07-24 19:59:13.781299,2,16,1.58,0.133,0.000,0.9,141.250,141.250,210.300,702.746,93.838
1627171253.3708537,2021-07-24 20:00:53.370857,3,26,1.57,0.125,0.000,1.3,99.589,99.589,286.200,719.836,93.838
1627171346.3712757,2021-07-24 20:02:26.371280,4,33,1.57,0.070,0.000,1.4,93.000,93.000,303.200,743.305,93.838
1627171429.028765,2021-07-24 20:03:49.028768,5,40,1.57,0.078,0.000,1.5,82.657,82.657,337.800,768.012,93.838
1627171517.9795108,2021-07-24 20:05:17.979515,6,48,1.57,0.102,0.000,1.4,88.951,88.951,309.000,821.984,93.838
1627171603.9686189,2021-07-24 20:06:43.968623,7,56,1.56,0.094,0.000,1.5,85.989,85.989,320.200,834.668,93.838
1627171687.4590082,2021-07-24 20:08:07.459012,8,63,1.56,0.102,0.000,1.5,83.490,83.490,328.100,844.172,93.838
1627171782.4487708,2021-07-24 20:09:42.448775,9,71,1.56,0.078,0.000,1.3,94.990,94.990,293.700,847.609,93.838
1627171886.1943667,2021-07-24 20:11:26.194370,10,79,1.56,0.094,0.000,1.2,103.745,103.745,273.000,871.973,93.838
1627171976.5844078,2021-07-24 20:12:56.584411,11,87,1.55,0.078,0.000,1.4,90.390,90.390,315.900,883.977,93.838
1627172062.541512,2021-07-24 20:14:22.541516,12,94,1.55,0.055,0.000,1.5,85.957,85.957,327.700,883.684,93.838
1627172169.188539,2021-07-24 20:16:09.188542,13,102,1.55,0.078,0.000,1.2,106.647,106.647,264.600,897.918,93.838
1627172271.261571,2021-07-24 20:17:51.261575,14,111,1.55,0.125,0.000,1.3,102.073,102.073,277.900,898.543,93.838
1627172373.9855518,2021-07-24 20:19:33.985555,15,119,1.54,0.094,0.000,1.2,102.724,102.724,275.100,901.812,93.838
1627172477.2110765,2021-07-24 20:21:17.211081,16,128,1.54,0.070,0.000,1.2,103.225,103.225,277.500,906.953,93.838
1627172562.951621,2021-07-24 20:22:42.951625,17,135,1.54,0.141,0.000,1.5,85.740,85.740,327.000,912.715,93.838
1627172649.306784,2021-07-24 20:24:09.306788,18,142,1.54,0.086,0.000,1.5,86.355,86.355,327.900,922.988,93.838
1627172744.14855,2021-07-24 20:25:44.148554,19,150,1.53,0.109,0.000,1.3,94.842,94.842,298.500,924.328,93.838
