time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627167877.3389406,2021-07-24 19:04:37.338950,0,0,0.90,0.070,0.000,1.5,82.772,82.772,0.000,541.594,93.838
1627167938.7685318,2021-07-24 19:05:38.768535,1,15,0.76,0.133,0.000,2.1,61.429,61.429,279.400,587.809,93.838
1627167997.623897,2021-07-24 19:06:37.623904,2,32,0.69,0.094,0.000,2.2,58.855,58.855,288.100,606.641,93.838
1627168059.5193222,2021-07-24 19:07:39.519329,3,48,0.65,0.086,0.000,2.1,61.895,61.895,274.600,613.320,93.838
1627168120.1273136,2021-07-24 19:08:40.127317,4,63,0.61,0.055,0.000,2.1,60.608,60.608,277.300,636.844,93.838
1627168189.1325204,2021-07-24 19:09:49.132525,5,79,0.59,0.141,0.000,1.9,69.005,69.005,255.400,652.918,93.838
1627168259.0133333,2021-07-24 19:10:59.013340,6,95,0.57,0.148,0.000,1.8,69.881,69.881,245.300,667.648,93.838
1627168326.3230562,2021-07-24 19:12:06.323062,7,113,0.55,0.078,0.000,1.9,67.309,67.309,257.600,678.129,93.838
1627168384.4578178,2021-07-24 19:13:04.457822,8,129,0.54,0.086,0.000,2.2,58.135,58.135,291.100,689.754,93.838
1627168445.3338494,2021-07-24 19:14:05.333856,9,145,0.54,0.102,0.000,2.1,60.876,60.876,278.800,694.602,93.838
1627168504.8512666,2021-07-24 19:15:04.851274,10,161,0.53,0.102,0.000,2.2,59.517,59.517,282.200,697.078,93.838
1627168563.6159253,2021-07-24 19:16:03.615932,11,176,0.53,0.070,0.000,2.2,58.764,58.764,286.600,698.809,93.838
1627168624.497348,2021-07-24 19:17:04.497351,12,192,0.53,0.109,0.000,2.1,60.881,60.881,282.600,702.082,93.838
1627168684.1620116,2021-07-24 19:18:04.162018,13,209,0.53,0.102,0.000,2.1,59.664,59.664,284.200,704.344,93.838
1627168741.4897237,2021-07-24 19:19:01.489727,14,224,0.53,0.117,0.000,2.2,57.327,57.327,288.600,705.188,93.838
1627168800.0556014,2021-07-24 19:20:00.055607,15,240,0.52,0.164,0.000,2.2,58.566,58.566,285.600,705.926,93.838
1627168857.5545056,2021-07-24 19:20:57.554512,16,253,0.53,0.102,0.000,2.2,57.499,57.499,298.000,706.938,93.838
1627168915.8645513,2021-07-24 19:21:55.864559,17,268,0.52,0.117,0.000,2.2,58.310,58.310,284.900,706.957,93.838
1627168974.89028,2021-07-24 19:22:54.890286,18,285,0.52,0.117,0.000,2.2,59.025,59.025,293.000,708.988,93.838
1627169041.04352,2021-07-24 19:24:01.043524,19,301,0.52,0.062,0.000,1.9,66.153,66.153,269.200,709.051,93.838
1627169100.7371302,2021-07-24 19:25:00.737138,20,317,0.52,0.070,0.000,2.1,59.693,59.693,286.400,713.273,93.838
1627169164.138992,2021-07-24 19:26:04.138999,21,333,0.52,0.141,0.000,2.0,63.402,63.402,272.900,712.246,93.838
1627169226.6445236,2021-07-24 19:27:06.644530,22,349,0.52,0.102,0.000,2.0,62.505,62.505,275.400,711.266,93.838
1627169283.1007755,2021-07-24 19:28:03.100781,23,364,0.52,0.094,0.000,2.3,56.456,56.456,296.800,709.359,93.838
1627169340.843865,2021-07-24 19:29:00.843870,24,380,0.52,0.102,0.000,2.2,57.743,57.743,301.300,713.824,93.838
1627169403.8223207,2021-07-24 19:30:03.822324,25,396,0.52,0.125,0.000,2.0,62.978,62.978,273.500,711.801,93.838
1627169458.462876,2021-07-24 19:30:58.462879,26,411,0.52,0.078,0.000,2.3,54.640,54.640,306.800,714.520,93.838
