time,datetime,step,global_step,loss,examples_sec,sec_batch,duration,cpu,mem,net_usage
1625594166.2697673,2021-07-06 13:56:06.269771,0,0,2.64,49.6,2.579,2.579,0.000,978.062,63.060
1625594168.2850423,2021-07-06 13:56:08.285046,1,0,2.60,63.5,2.015,2.015,935.900,1033.609,63.060
1625594170.294368,2021-07-06 13:56:10.294371,2,1,2.58,63.7,2.009,2.009,927.200,1058.457,63.060
1625594172.32865,2021-07-06 13:56:12.328654,3,1,2.61,62.9,2.034,2.034,931.100,1151.051,63.060
1625594174.3075767,2021-07-06 13:56:14.307580,4,1,2.63,64.7,1.979,1.979,942.900,1198.809,63.060
1625594176.3356388,2021-07-06 13:56:16.335643,5,1,2.60,63.1,2.028,2.028,929.000,1197.258,63.060
1625594179.9074965,2021-07-06 13:56:19.907500,6,1,2.55,35.8,3.572,3.572,525.500,1206.617,63.060
1625594182.0236168,2021-07-06 13:56:22.023621,7,2,2.56,60.5,2.116,2.116,905.900,1211.824,63.060
1625594184.2744362,2021-07-06 13:56:24.274440,8,3,2.60,56.9,2.251,2.251,852.600,1233.918,63.060
1625594186.4252217,2021-07-06 13:56:26.425225,9,4,2.60,59.5,2.151,2.151,887.100,1242.398,63.060
1625594188.643427,2021-07-06 13:56:28.643431,10,5,2.50,57.7,2.218,2.218,865.100,1276.633,63.060
1625594190.823942,2021-07-06 13:56:30.823946,11,6,2.50,58.7,2.180,2.180,879.100,1274.832,63.060
1625594192.988032,2021-07-06 13:56:32.988036,12,7,2.52,59.2,2.164,2.164,866.000,1273.770,63.060
1625594195.1810377,2021-07-06 13:56:35.181041,13,8,2.49,58.4,2.193,2.193,862.300,1275.695,63.060
1625594197.397783,2021-07-06 13:56:37.397786,14,9,2.43,57.7,2.217,2.217,858.000,1300.801,63.060
1625594199.631126,2021-07-06 13:56:39.631130,15,10,2.43,57.3,2.233,2.233,857.500,1309.039,63.060
1625594201.817167,2021-07-06 13:56:41.817172,16,11,2.44,58.6,2.186,2.186,876.000,1321.746,63.060
