time,datetime,step,global_step,loss,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627236066.1845648,2021-07-25 14:01:06.184570,0,0,1.58,1.0,125.285,125.285,0.000,553.281,3371.426
1627236169.6847878,2021-07-25 14:02:49.684795,1,0,1.58,1.2,103.500,103.500,280.100,630.270,3371.426
1627236264.071315,2021-07-25 14:04:24.071320,2,1,1.58,1.4,94.386,94.386,303.600,696.504,3371.426
1627236353.935608,2021-07-25 14:05:53.935613,3,1,1.58,1.4,89.864,89.864,317.700,746.637,3371.426
1627236430.6174402,2021-07-25 14:07:10.617445,4,1,1.58,1.7,76.682,76.682,370.500,787.785,3371.426
1627236502.9360788,2021-07-25 14:08:22.936086,5,1,1.58,1.8,72.318,72.318,390.600,821.438,3371.426
1627236580.6362834,2021-07-25 14:09:40.636291,6,1,1.58,1.6,77.700,77.700,363.700,899.602,3371.426
1627236656.5430331,2021-07-25 14:10:56.543039,7,1,1.58,1.7,75.906,75.906,375.000,991.727,3371.426
1627236731.4033997,2021-07-25 14:12:11.403405,8,1,1.58,1.7,74.860,74.860,376.800,1068.523,3371.426
1627236837.985786,2021-07-25 14:13:57.985793,9,1,1.58,1.2,106.582,106.582,263.500,858.688,3371.426
1627236960.0457597,2021-07-25 14:16:00.045765,10,2,1.57,1.0,122.060,122.060,235.900,870.023,3371.426
1627237084.7707407,2021-07-25 14:18:04.770745,11,3,1.57,1.0,124.725,124.725,231.400,871.523,3371.426
1627237207.440173,2021-07-25 14:20:07.440178,12,4,1.56,1.0,122.669,122.669,237.800,883.082,3371.426
1627237339.5209434,2021-07-25 14:22:19.520950,13,5,1.56,1.0,132.080,132.080,219.800,886.945,3371.426
1627237462.1546946,2021-07-25 14:24:22.154701,14,6,1.56,1.0,122.633,122.633,235.900,884.047,3371.426
1627237584.8732255,2021-07-25 14:26:24.873231,15,7,1.55,1.0,122.718,122.718,235.300,898.281,3371.426
1627237713.4138284,2021-07-25 14:28:33.413833,16,8,1.55,1.0,128.540,128.540,227.200,896.859,3371.426
