time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627194663.5454369,2021-07-25 02:31:03.545442,0,0,2.70,0.125,0.000,23.9,5.362,5.362,0.000,977.797,4410130.176
1627194667.0981908,2021-07-25 02:31:07.098195,1,7,2.60,0.102,0.000,36.0,3.553,3.553,1033.300,1140.414,4410130.176
1627194670.5992076,2021-07-25 02:31:10.599212,2,13,2.62,0.102,0.000,36.6,3.501,3.501,1040.300,1194.430,4410130.176
1627194674.1149597,2021-07-25 02:31:14.114963,3,20,2.61,0.156,0.000,36.4,3.516,3.516,1029.100,1255.891,4410130.176
1627194677.610782,2021-07-25 02:31:17.610786,4,27,2.51,0.195,0.000,36.6,3.496,3.496,1044.700,1259.922,4410130.176
1627194681.055326,2021-07-25 02:31:21.055330,5,35,2.50,0.125,0.000,37.2,3.444,3.444,1047.500,1282.809,4410130.176
1627194684.5281792,2021-07-25 02:31:24.528183,6,43,2.41,0.188,0.000,36.9,3.473,3.473,1037.500,1308.094,4410130.176
1627194688.022164,2021-07-25 02:31:28.022168,7,50,2.46,0.172,0.000,36.6,3.494,3.494,1043.800,1327.176,4410130.176
1627194691.7304628,2021-07-25 02:31:31.730467,8,58,2.34,0.211,0.000,34.5,3.708,3.708,941.400,1340.309,4410130.176
1627194695.3159153,2021-07-25 02:31:35.315919,9,66,2.38,0.273,0.000,35.7,3.585,3.585,1007.700,1359.312,4410130.176
1627194698.7937644,2021-07-25 02:31:38.793768,10,73,2.32,0.203,0.000,36.8,3.478,3.478,1044.000,1366.812,4410130.176
1627194702.3046124,2021-07-25 02:31:42.304616,11,81,2.21,0.219,0.000,36.5,3.511,3.511,1045.600,1390.117,4410130.176
1627194705.7973673,2021-07-25 02:31:45.797371,12,89,2.28,0.266,0.000,36.6,3.493,3.493,1035.900,1397.492,4410130.176
1627194709.3319676,2021-07-25 02:31:49.331971,13,96,2.22,0.156,0.000,36.2,3.534,3.534,1037.200,1411.945,4410130.176
1627194712.8050075,2021-07-25 02:31:52.805012,14,104,2.30,0.203,0.000,36.9,3.473,3.473,1044.300,1412.230,4410130.176
1627194716.2927506,2021-07-25 02:31:56.292754,15,112,2.25,0.164,0.000,36.7,3.488,3.488,1039.900,1416.973,4410130.176
1627194719.7903512,2021-07-25 02:31:59.790355,16,120,2.27,0.289,0.000,36.6,3.497,3.497,1040.400,1424.988,4410130.176
1627194723.2956395,2021-07-25 02:32:03.295643,17,126,2.15,0.258,0.000,36.5,3.505,3.505,1046.700,1446.875,4410130.176
1627194726.8000708,2021-07-25 02:32:06.800075,18,134,2.16,0.250,0.000,36.5,3.504,3.504,1032.100,1449.348,4410130.176
1627194730.3538742,2021-07-25 02:32:10.353878,19,142,2.18,0.250,0.000,36.0,3.554,3.554,1041.100,1461.957,4410130.176
1627194733.7941244,2021-07-25 02:32:13.794128,20,149,2.19,0.273,0.000,37.2,3.440,3.440,1039.200,1473.637,4410130.176
1627194737.3258598,2021-07-25 02:32:17.325863,21,158,2.20,0.328,0.000,36.2,3.532,3.532,1030.900,1474.676,4410130.176
1627194740.7777698,2021-07-25 02:32:20.777773,22,165,2.19,0.367,0.000,37.1,3.452,3.452,1044.100,1477.266,4410130.176
1627194744.2199807,2021-07-25 02:32:24.219984,23,172,2.07,0.250,0.000,37.2,3.442,3.442,1042.700,1484.148,4410130.176
1627194747.7065132,2021-07-25 02:32:27.706517,24,180,2.11,0.273,0.000,36.7,3.486,3.486,1034.300,1487.012,4410130.176
1627194751.216394,2021-07-25 02:32:31.216398,25,187,2.21,0.297,0.000,36.5,3.510,3.510,1038.200,1488.078,4410130.176
1627194754.7542787,2021-07-25 02:32:34.754282,26,195,2.17,0.328,0.000,36.2,3.538,3.538,1039.600,1489.734,4410130.176
1627194758.2793143,2021-07-25 02:32:38.279318,27,203,2.15,0.234,0.000,36.3,3.525,3.525,1033.200,1489.359,4410130.176
1627194761.8058438,2021-07-25 02:32:41.805848,28,211,2.13,0.352,0.000,36.3,3.526,3.526,1034.700,1489.379,4410130.176
1627194765.3313346,2021-07-25 02:32:45.331338,29,218,2.11,0.320,0.000,36.3,3.525,3.525,1039.900,1491.469,4410130.176
