time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627194663.3980217,2021-07-25 02:31:03.398029,0,0,2.74,0.133,0.000,26.1,4.898,4.898,0.000,967.395,63.382
1627194666.8381686,2021-07-25 02:31:06.838172,1,7,2.62,0.102,0.000,37.2,3.440,3.440,1097.600,1078.535,63.382
1627194670.3562047,2021-07-25 02:31:10.356209,2,12,2.58,0.117,0.000,36.4,3.518,3.518,1102.000,1152.996,63.382
1627194673.7139277,2021-07-25 02:31:13.713932,3,19,2.56,0.125,0.000,38.1,3.358,3.358,1097.500,1182.730,63.382
1627194677.1771264,2021-07-25 02:31:17.177130,4,27,2.54,0.141,0.000,37.0,3.463,3.463,1095.500,1226.375,63.382
1627194680.6063094,2021-07-25 02:31:20.606313,5,34,2.49,0.203,0.000,37.3,3.429,3.429,1103.500,1245.977,63.382
1627194684.0405233,2021-07-25 02:31:24.040527,6,41,2.47,0.156,0.000,37.3,3.434,3.434,1096.300,1243.941,63.382
1627194687.4800024,2021-07-25 02:31:27.480006,7,49,2.45,0.164,0.000,37.2,3.439,3.439,1093.800,1266.824,63.382
1627194690.9504695,2021-07-25 02:31:30.950473,8,57,2.45,0.219,0.000,36.9,3.470,3.470,1098.400,1304.617,63.382
1627194694.42438,2021-07-25 02:31:34.424384,9,65,2.40,0.172,0.000,36.8,3.474,3.474,1106.800,1298.184,63.382
1627194697.9552822,2021-07-25 02:31:37.955287,10,72,2.38,0.203,0.000,36.3,3.531,3.531,1098.600,1315.512,63.382
1627194701.52023,2021-07-25 02:31:41.520234,11,80,2.33,0.227,0.000,35.9,3.565,3.565,1092.300,1345.203,63.382
1627194704.910916,2021-07-25 02:31:44.910920,12,88,2.30,0.219,0.000,37.8,3.391,3.391,1106.900,1347.992,63.382
1627194708.3807225,2021-07-25 02:31:48.380727,13,95,2.30,0.211,0.000,36.9,3.470,3.470,1102.900,1353.172,63.382
1627194711.8195515,2021-07-25 02:31:51.819556,14,102,2.35,0.273,0.000,37.2,3.439,3.439,1101.500,1348.422,63.382
1627194715.2370045,2021-07-25 02:31:55.237008,15,110,2.34,0.281,0.000,37.5,3.417,3.417,1094.400,1344.637,63.382
1627194718.624994,2021-07-25 02:31:58.624998,16,116,2.18,0.203,0.000,37.8,3.388,3.388,1102.100,1361.672,63.382
1627194722.0855362,2021-07-25 02:32:02.085540,17,124,2.17,0.320,0.000,37.0,3.460,3.460,1098.700,1360.992,63.382
1627194725.5382617,2021-07-25 02:32:05.538266,18,132,2.24,0.258,0.000,37.1,3.453,3.453,1092.500,1372.461,63.382
1627194728.9051921,2021-07-25 02:32:08.905196,19,138,2.20,0.297,0.000,38.0,3.367,3.367,1097.400,1376.094,63.382
1627194732.3206968,2021-07-25 02:32:12.320701,20,146,2.21,0.281,0.000,37.5,3.415,3.415,1103.200,1373.352,63.382
1627194735.8321667,2021-07-25 02:32:15.832171,21,154,2.27,0.297,0.000,36.5,3.511,3.511,1097.800,1375.074,63.382
1627194739.275467,2021-07-25 02:32:19.275471,22,161,2.25,0.344,0.000,37.2,3.443,3.443,1095.200,1371.371,63.382
1627194742.761398,2021-07-25 02:32:22.761402,23,169,2.13,0.312,0.000,36.7,3.486,3.486,1100.700,1385.078,63.382
1627194746.2566066,2021-07-25 02:32:26.256610,24,177,2.15,0.250,0.000,36.6,3.495,3.495,1100.900,1382.762,63.382
1627194749.6998568,2021-07-25 02:32:29.699860,25,182,2.19,0.320,0.000,37.2,3.443,3.443,1104.800,1392.551,63.382
