time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627271500.3779244,2021-07-25 23:51:40.377933,0,0,0.89,0.086,2.6,48.742,48.742,0.000,509.148,3371.517
1627271532.4308336,2021-07-25 23:52:12.430839,1,8,0.81,0.078,4.0,32.053,32.053,242.000,531.277,3371.517
1627271561.198206,2021-07-25 23:52:41.198212,2,12,0.77,0.117,4.4,28.767,28.767,281.800,569.109,3371.517
1627271595.162948,2021-07-25 23:53:15.162952,3,20,0.73,0.094,3.8,33.965,33.965,257.500,587.285,3371.517
1627271626.8313212,2021-07-25 23:53:46.831326,4,28,0.70,0.117,4.0,31.668,31.668,254.400,608.027,3371.517
1627271658.3250759,2021-07-25 23:54:18.325082,5,36,0.68,0.094,4.1,31.494,31.494,256.100,616.801,3371.517
1627271692.0642006,2021-07-25 23:54:52.064206,6,43,0.65,0.156,3.8,33.739,33.739,275.500,625.461,3371.517
1627271729.6616457,2021-07-25 23:55:29.661651,7,52,0.63,0.156,3.4,37.597,37.597,222.100,630.371,3371.517
1627271762.9207473,2021-07-25 23:56:02.920754,8,61,0.62,0.117,3.8,33.259,33.259,252.600,651.023,3371.517
1627271795.3996902,2021-07-25 23:56:35.399695,9,68,0.60,0.094,3.9,32.479,32.479,257.100,661.168,3371.517
1627271829.9073746,2021-07-25 23:57:09.907379,10,75,0.59,0.078,3.7,34.507,34.507,244.600,668.406,3371.517
1627271864.3767421,2021-07-25 23:57:44.376748,11,84,0.58,0.062,3.7,34.469,34.469,251.000,668.883,3371.517
1627271893.6606853,2021-07-25 23:58:13.660690,12,92,0.57,0.070,4.4,29.284,29.284,267.500,671.059,3371.517
1627271922.382758,2021-07-25 23:58:42.382762,13,99,0.56,0.102,4.5,28.722,28.722,284.300,674.781,3371.517
1627271955.0887766,2021-07-25 23:59:15.088782,14,107,0.56,0.102,3.9,32.706,32.706,266.700,680.445,3371.517
1627271993.016097,2021-07-25 23:59:53.016104,15,115,0.55,0.125,3.4,37.927,37.927,254.400,684.992,3371.517
