time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627167868.9892871,2021-07-24 19:04:28.989297,0,0,0.90,0.086,0.000,1.7,75.201,75.201,0.000,530.598,70.036
1627167929.3190038,2021-07-24 19:05:29.319010,1,12,0.77,0.141,0.000,2.1,60.329,60.329,299.500,600.285,70.036
1627167992.3733833,2021-07-24 19:06:32.373386,2,29,0.70,0.102,0.000,2.0,63.054,63.054,285.100,625.652,70.036
1627168048.9873211,2021-07-24 19:07:28.987330,3,45,0.65,0.102,0.000,2.3,56.614,56.614,326.700,638.312,70.036
1627168114.9461563,2021-07-24 19:08:34.946160,4,61,0.61,0.102,0.000,1.9,65.958,65.958,275.800,659.121,70.036
1627168178.661089,2021-07-24 19:09:38.661094,5,75,0.59,0.078,0.000,2.0,63.715,63.715,293.900,670.852,70.036
1627168246.2422004,2021-07-24 19:10:46.242204,6,91,0.57,0.148,0.000,1.9,67.581,67.581,271.900,675.551,70.036
1627168304.9900308,2021-07-24 19:11:44.990038,7,107,0.56,0.062,0.000,2.2,58.748,58.748,306.600,678.164,70.036
1627168364.4651973,2021-07-24 19:12:44.465205,8,123,0.55,0.078,0.000,2.2,59.475,59.475,301.900,688.523,70.036
1627168425.70043,2021-07-24 19:13:45.700434,9,139,0.54,0.125,0.000,2.1,61.235,61.235,301.300,692.055,70.036
1627168481.9930942,2021-07-24 19:14:41.993101,10,155,0.54,0.102,0.000,2.3,56.292,56.292,325.200,689.090,70.036
1627168541.2541482,2021-07-24 19:15:41.254156,11,171,0.53,0.086,0.000,2.2,59.261,59.261,296.300,697.477,70.036
1627168602.1775217,2021-07-24 19:16:42.177526,12,186,0.53,0.070,0.000,2.1,60.923,60.923,298.300,698.582,70.036
1627168665.8288217,2021-07-24 19:17:45.828826,13,203,0.53,0.078,0.000,2.0,63.651,63.651,287.700,695.367,70.036
1627168732.0076678,2021-07-24 19:18:52.007674,14,220,0.53,0.109,0.000,1.9,66.179,66.179,280.900,693.855,70.036
1627168788.9448612,2021-07-24 19:19:48.944865,15,235,0.52,0.125,0.000,2.2,56.937,56.937,306.400,703.055,70.036
1627168846.3190486,2021-07-24 19:20:46.319055,16,251,0.52,0.086,0.000,2.2,57.374,57.374,310.100,701.371,70.036
1627168907.2050054,2021-07-24 19:21:47.205009,17,266,0.52,0.086,0.000,2.1,60.886,60.886,294.600,707.617,70.036
1627168970.485697,2021-07-24 19:22:50.485701,18,283,0.52,0.078,0.000,2.0,63.281,63.281,285.500,707.852,70.036
1627169030.7413442,2021-07-24 19:23:50.741349,19,299,0.52,0.102,0.000,2.1,60.255,60.255,298.600,706.863,70.036
1627169090.163981,2021-07-24 19:24:50.163990,20,314,0.52,0.086,0.000,2.2,59.422,59.422,300.900,706.898,70.036
1627169161.72267,2021-07-24 19:26:01.722676,21,330,0.52,0.062,0.000,1.8,71.558,71.558,252.200,709.652,70.036
1627169216.9232874,2021-07-24 19:26:56.923295,22,347,0.52,0.062,0.000,2.3,55.200,55.200,334.200,712.859,70.036
1627169272.8904173,2021-07-24 19:27:52.890423,23,363,0.52,0.117,0.000,2.3,55.967,55.967,308.000,717.066,70.036
1627169328.934194,2021-07-24 19:28:48.934197,24,378,0.52,0.148,0.000,2.3,56.044,56.044,322.600,715.461,70.036
1627169389.959157,2021-07-24 19:29:49.959161,25,394,0.52,0.133,0.000,2.1,61.025,61.025,294.300,718.641,70.036
1627169451.0013819,2021-07-24 19:30:51.001387,26,410,0.52,0.117,0.000,2.1,61.042,61.042,303.700,717.801,70.036
1627169509.756232,2021-07-24 19:31:49.756236,27,425,0.52,0.125,0.000,2.2,58.755,58.755,311.600,750.605,70.036
1627169568.322301,2021-07-24 19:32:48.322308,28,441,0.52,0.125,0.000,2.2,58.566,58.566,312.500,717.918,70.036
1627169631.5471115,2021-07-24 19:33:51.547118,29,457,0.52,0.070,0.000,2.0,63.225,63.225,284.100,715.406,70.036
1627169696.8143842,2021-07-24 19:34:56.814388,30,472,0.52,0.078,0.000,2.0,65.267,65.267,281.900,718.984,70.036
1627169762.1286857,2021-07-24 19:36:02.128693,31,489,0.52,0.094,0.000,2.0,65.314,65.314,275.100,716.477,70.036
1627169827.164937,2021-07-24 19:37:07.164944,32,505,0.52,0.102,0.000,2.0,65.036,65.036,280.100,713.762,70.036
1627169897.4561498,2021-07-24 19:38:17.456153,33,521,0.52,0.078,0.000,1.8,70.291,70.291,268.700,719.707,70.036
1627169964.1272357,2021-07-24 19:39:24.127242,34,540,0.52,0.148,0.000,1.9,66.671,66.671,278.600,713.672,70.036
1627170025.6866117,2021-07-24 19:40:25.686634,35,556,0.52,0.078,0.000,2.1,61.559,61.559,301.600,723.105,70.036
1627170087.594357,2021-07-24 19:41:27.594362,36,573,0.52,0.078,0.000,2.1,61.908,61.908,297.700,716.742,70.036
1627170143.985569,2021-07-24 19:42:23.985576,37,588,0.52,0.125,0.000,2.3,56.391,56.391,311.800,724.910,70.036
1627170205.8552134,2021-07-24 19:43:25.855218,38,604,0.52,0.078,0.000,2.1,61.869,61.869,300.700,718.500,70.036
1627170269.4225438,2021-07-24 19:44:29.422551,39,620,0.52,0.117,0.000,2.0,63.567,63.567,286.200,722.418,70.036
1627170327.9460318,2021-07-24 19:45:27.946043,40,635,0.52,0.086,0.000,2.2,58.523,58.523,300.900,717.469,70.036
1627170386.2539618,2021-07-24 19:46:26.253969,41,651,0.52,0.125,0.000,2.2,58.308,58.308,306.000,724.727,70.036
1627170443.5909069,2021-07-24 19:47:23.590914,42,666,0.52,0.078,0.000,2.2,57.337,57.337,309.400,717.305,70.036
