time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627170829.706911,2021-07-24 19:53:49.706917,0,0,1.58,0.133,0.000,1.3,98.327,98.327,0.000,592.641,196.564
1627170916.448347,2021-07-24 19:55:16.448351,1,1,1.58,0.094,0.000,1.5,86.741,86.741,296.100,692.840,196.564
1627171023.9969487,2021-07-24 19:57:03.996953,2,9,1.58,0.125,0.000,1.2,107.548,107.548,249.200,741.367,196.564
1627171158.0989258,2021-07-24 19:59:18.098930,3,17,1.58,0.094,0.000,1.0,134.102,134.102,203.500,773.938,196.564
1627171264.275403,2021-07-24 20:01:04.275407,4,27,1.57,0.109,0.000,1.2,106.176,106.176,251.900,769.574,196.564
1627171360.724393,2021-07-24 20:02:40.724396,5,34,1.57,0.133,0.000,1.3,96.449,96.449,270.100,784.781,196.564
1627171447.082479,2021-07-24 20:04:07.082483,6,43,1.57,0.109,0.000,1.5,86.358,86.358,297.800,816.773,196.564
1627171534.134548,2021-07-24 20:05:34.134551,7,49,1.56,0.117,0.000,1.5,87.052,87.052,297.500,822.707,196.564
1627171616.8717494,2021-07-24 20:06:56.871753,8,57,1.56,0.117,0.000,1.5,82.737,82.737,314.500,843.402,196.564
1627171701.9290411,2021-07-24 20:08:21.929045,9,64,1.56,0.102,0.000,1.5,85.057,85.057,305.000,848.578,196.564
1627171797.7061388,2021-07-24 20:09:57.706143,10,73,1.56,0.062,0.000,1.3,95.777,95.777,272.700,860.684,196.564
1627171901.0968618,2021-07-24 20:11:41.096866,11,81,1.56,0.086,0.000,1.2,103.391,103.391,254.400,865.734,196.564
1627171998.9892998,2021-07-24 20:13:18.989304,12,89,1.55,0.109,0.000,1.3,97.892,97.892,267.800,872.434,196.564
1627172081.6664977,2021-07-24 20:14:41.666501,13,96,1.55,0.094,0.000,1.5,82.677,82.677,308.000,879.906,196.564
