time,datetime,step,global_step,loss,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627236062.5383468,2021-07-25 14:01:02.538353,0,0,1.58,1.0,122.178,122.178,0.000,560.129,628.466
1627236166.8283355,2021-07-25 14:02:46.828343,1,0,1.58,1.2,104.290,104.290,272.300,652.496,628.623
1627236249.0072384,2021-07-25 14:04:09.007247,2,1,1.58,1.6,82.179,82.179,338.300,706.633,628.755
1627236320.795069,2021-07-25 14:05:20.795077,3,1,1.58,1.8,71.788,71.788,382.800,739.957,628.859
1627236394.0194898,2021-07-25 14:06:34.019497,4,1,1.58,1.7,73.224,73.224,377.000,841.082,628.951
1627236467.4239764,2021-07-25 14:07:47.423984,5,1,1.58,1.7,73.404,73.404,375.200,881.730,629.057
1627236545.7108462,2021-07-25 14:09:05.710851,6,1,1.58,1.6,78.287,78.287,351.200,825.855,629.150
1627236625.2189088,2021-07-25 14:10:25.218924,7,1,1.58,1.6,79.508,79.508,349.000,834.883,629.250
1627236706.412254,2021-07-25 14:11:46.412261,8,1,1.58,1.6,81.193,81.193,341.300,859.148,629.349
1627236837.9866493,2021-07-25 14:13:57.986657,9,1,1.58,1.0,131.574,131.574,213.500,862.957,629.453
1627236960.045649,2021-07-25 14:16:00.045657,10,2,1.57,1.0,122.059,122.059,229.300,865.496,629.621
1627237084.7709646,2021-07-25 14:18:04.770970,11,3,1.57,1.0,124.725,124.725,225.200,867.324,629.775
1627237207.440053,2021-07-25 14:20:07.440061,12,4,1.56,1.0,122.669,122.669,229.800,883.434,629.948
1627237339.521903,2021-07-25 14:22:19.521911,13,5,1.56,1.0,132.082,132.082,212.200,889.910,630.118
1627237462.155332,2021-07-25 14:24:22.155340,14,6,1.56,1.0,122.633,122.633,230.100,914.961,630.286
1627237584.8727717,2021-07-25 14:26:24.872779,15,7,1.55,1.0,122.717,122.717,230.600,916.434,630.441
1627237713.4093719,2021-07-25 14:28:33.409376,16,8,1.55,1.0,128.536,128.536,222.000,912.777,630.611
1627237838.9445772,2021-07-25 14:30:38.944585,17,9,1.54,1.0,125.535,125.535,226.600,929.395,630.779
1627237967.239656,2021-07-25 14:32:47.239664,18,10,1.54,1.0,128.295,128.295,220.400,925.469,630.948
1627238093.6725023,2021-07-25 14:34:53.672509,19,11,1.53,1.0,126.433,126.433,221.800,928.953,631.109
1627238215.389206,2021-07-25 14:36:55.389214,20,12,1.53,1.1,121.716,121.716,230.700,933.555,631.270
1627238339.419953,2021-07-25 14:38:59.419960,21,13,1.52,1.0,124.030,124.030,229.000,937.547,631.422
