time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627190626.627004,2021-07-25 01:23:46.627009,0,0,2.86,0.094,0.125,8.0,16.081,16.081,0.000,1420.145,570.270
1627190631.8055954,2021-07-25 01:23:51.805599,1,1,2.85,0.089,0.062,24.7,5.178,5.178,1041.600,1561.203,570.291
1627190636.9022903,2021-07-25 01:23:56.902294,2,1,2.86,0.085,0.062,25.1,5.097,5.097,1054.600,1603.215,570.298
1627190641.994685,2021-07-25 01:24:01.994688,3,1,2.73,0.090,0.125,25.1,5.092,5.092,1047.400,1654.383,570.305
1627190647.0831747,2021-07-25 01:24:07.083178,4,1,2.82,0.095,0.250,25.2,5.088,5.088,1053.000,1671.590,570.311
1627190657.99004,2021-07-25 01:24:17.990043,5,2,2.78,0.096,0.031,11.7,10.907,10.907,487.900,1712.895,570.318
1627190667.4070046,2021-07-25 01:24:27.407008,6,4,2.72,0.093,0.125,13.6,9.417,9.417,574.700,1743.383,570.332
1627190674.8986335,2021-07-25 01:24:34.898639,7,6,2.77,0.100,0.094,17.1,7.491,7.491,720.700,1745.125,570.343
1627190681.8648233,2021-07-25 01:24:41.864827,8,8,2.68,0.107,0.188,18.4,6.966,6.966,772.300,1751.852,570.353
1627190689.117441,2021-07-25 01:24:49.117444,9,10,2.60,0.118,0.094,17.6,7.252,7.252,736.600,1756.309,570.362
1627190697.7426405,2021-07-25 01:24:57.742644,10,12,2.54,0.126,0.094,14.8,8.625,8.625,618.400,1756.637,570.371
1627190706.9622686,2021-07-25 01:25:06.962274,11,14,2.53,0.140,0.000,13.9,9.219,9.219,579.700,1756.422,570.382
1627190715.6823487,2021-07-25 01:25:15.682353,12,16,2.47,0.150,0.156,14.7,8.720,8.720,620.500,1753.609,570.394
1627190724.743276,2021-07-25 01:25:24.743279,13,18,2.44,0.159,0.125,14.1,9.061,9.061,590.200,1755.051,570.405
1627190732.8060305,2021-07-25 01:25:32.806034,14,20,2.42,0.164,0.156,15.9,8.063,8.063,670.500,1752.000,570.416
1627190739.7696445,2021-07-25 01:25:39.769649,15,22,2.45,0.172,0.094,18.4,6.963,6.963,775.300,1762.309,570.427
1627190746.861626,2021-07-25 01:25:46.861629,16,24,2.37,0.180,0.094,18.0,7.092,7.092,762.000,1764.590,570.436
1627190754.506253,2021-07-25 01:25:54.506258,17,26,2.33,0.187,0.125,16.7,7.644,7.644,703.600,1766.578,570.444
1627190762.7412393,2021-07-25 01:26:02.741244,18,28,2.38,0.190,0.156,15.5,8.235,8.235,646.600,1769.785,570.454
1627190771.4856486,2021-07-25 01:26:11.485653,19,30,2.47,0.197,0.062,14.6,8.744,8.744,617.000,1769.719,570.465
1627190778.4624171,2021-07-25 01:26:18.462422,20,32,2.29,0.203,0.062,18.3,6.977,6.977,769.300,1771.625,570.476
1627190785.3835385,2021-07-25 01:26:25.383543,21,34,2.29,0.209,0.062,18.5,6.921,6.921,782.500,1775.629,570.485
1627190792.740392,2021-07-25 01:26:32.740396,22,36,2.25,0.215,0.062,17.4,7.357,7.357,732.400,1774.621,570.494
1627190800.2652223,2021-07-25 01:26:40.265228,23,38,2.23,0.218,0.031,17.0,7.525,7.525,708.200,1777.012,570.503
1627190807.415594,2021-07-25 01:26:47.415598,24,40,2.30,0.223,0.062,17.9,7.150,7.150,749.300,1776.004,570.513
1627190815.8996918,2021-07-25 01:26:55.899696,25,42,2.32,0.230,0.031,15.1,8.484,8.484,632.200,1776.703,570.522
1627190824.1294928,2021-07-25 01:27:04.129497,26,44,2.36,0.234,0.062,15.6,8.230,8.230,652.600,1781.527,570.533
1627190832.4172983,2021-07-25 01:27:12.417302,27,46,2.26,0.238,0.125,15.4,8.288,8.288,645.600,1779.738,570.544
