time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1626978627.5305045,2021-07-22 14:30:27.530513,0,0,0.90,0.109,0.000,1.9,66.942,66.942,0.000,511.508,3371.345
1626978692.1429057,2021-07-22 14:31:32.142911,1,8,0.82,0.078,0.000,2.0,64.612,64.612,247.900,552.734,3371.345
1626978751.0850852,2021-07-22 14:32:31.085090,2,20,0.75,0.062,0.000,2.2,58.942,58.942,269.800,576.754,3371.345
1626978813.5655332,2021-07-22 14:33:33.565539,3,31,0.71,0.102,0.000,2.0,62.480,62.480,256.200,590.000,3371.345
1626978871.6317892,2021-07-22 14:34:31.631795,4,42,0.67,0.094,0.000,2.2,58.066,58.066,274.300,609.566,3371.345
1626978928.564415,2021-07-22 14:35:28.564419,5,52,0.64,0.078,0.000,2.2,56.932,56.932,278.800,626.039,3371.345
1626978991.3537352,2021-07-22 14:36:31.353739,6,62,0.62,0.109,0.000,2.0,62.789,62.789,253.400,622.008,3371.345
1626979052.6135283,2021-07-22 14:37:32.613533,7,73,0.60,0.109,0.000,2.1,61.260,61.260,259.400,635.930,3371.345
1626979113.9630606,2021-07-22 14:38:33.963066,8,84,0.58,0.078,0.000,2.1,61.349,61.349,259.800,642.465,3371.345
1626979178.8310337,2021-07-22 14:39:38.831039,9,95,0.57,0.062,0.000,2.0,64.868,64.868,246.700,646.395,3371.345
1626979240.2475,2021-07-22 14:40:40.247504,10,107,0.56,0.055,0.000,2.1,61.416,61.416,261.900,646.531,3371.345
1626979304.199843,2021-07-22 14:41:44.199850,11,118,0.55,0.078,0.000,2.0,63.952,63.952,253.300,661.195,3371.345
1626979362.9904656,2021-07-22 14:42:42.990473,12,129,0.55,0.047,0.000,2.2,58.790,58.790,274.500,657.641,3371.345
1626979421.5858202,2021-07-22 14:43:41.585824,13,139,0.54,0.062,0.000,2.2,58.595,58.595,269.000,659.672,3371.345
1626979478.0521197,2021-07-22 14:44:38.052124,14,150,0.54,0.094,0.000,2.3,56.466,56.466,281.900,660.984,3371.345
1626979536.0187104,2021-07-22 14:45:36.018716,15,160,0.53,0.102,0.000,2.2,57.966,57.966,278.200,664.133,3371.345
1626979593.2594578,2021-07-22 14:46:33.259462,16,171,0.53,0.070,0.000,2.2,57.240,57.240,276.400,667.492,3371.345
1626979649.8510847,2021-07-22 14:47:29.851092,17,181,0.53,0.062,0.000,2.3,56.591,56.591,284.000,668.941,3371.345
1626979711.8059783,2021-07-22 14:48:31.805982,18,191,0.53,0.047,0.000,2.1,61.955,61.955,258.100,664.215,3371.345
1626979778.0218956,2021-07-22 14:49:38.021899,19,202,0.53,0.047,0.000,1.9,66.216,66.216,246.100,664.648,3371.345
1626979835.3710663,2021-07-22 14:50:35.371071,20,214,0.53,0.094,0.000,2.2,57.349,57.349,282.500,665.898,3371.345
1626979896.1645987,2021-07-22 14:51:36.164603,21,224,0.53,0.078,0.000,2.1,60.793,60.793,271.400,668.344,3371.345
1626979960.9442918,2021-07-22 14:52:40.944295,22,235,0.53,0.078,0.000,2.0,64.779,64.779,251.700,664.398,3371.345
1626980022.9962358,2021-07-22 14:53:42.996240,23,247,0.53,0.078,0.000,2.1,62.052,62.052,260.400,664.898,3371.345
