time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627194672.6687667,2021-07-25 02:31:12.668773,0,13,2.61,0.117,0.000,19.5,6.574,6.574,0.000,1011.758,48589.903
1627194677.616295,2021-07-25 02:31:17.616310,1,24,2.52,0.180,0.000,25.9,4.947,4.947,973.900,1171.176,48589.903
1627194682.5767612,2021-07-25 02:31:22.576767,2,35,2.48,0.188,0.000,25.8,4.960,4.960,1004.100,1329.348,48589.903
1627194687.0479019,2021-07-25 02:31:27.047922,3,45,2.41,0.156,0.000,28.6,4.471,4.471,1212.500,1456.203,48589.903
1627194691.7702816,2021-07-25 02:31:31.770286,4,56,2.38,0.211,0.000,27.1,4.722,4.722,1225.600,1562.328,48589.903
1627194697.6458693,2021-07-25 02:31:37.645875,5,66,2.38,0.242,0.000,21.8,5.875,5.875,843.800,1696.273,48589.903
1627194702.8417857,2021-07-25 02:31:42.841792,6,80,2.32,0.227,0.000,24.6,5.195,5.195,940.100,1762.547,48589.903
1627194708.3174102,2021-07-25 02:31:48.317424,7,89,2.30,0.234,0.000,23.4,5.475,5.475,913.200,1790.047,48589.903
1627194713.1356435,2021-07-25 02:31:53.135648,8,102,2.29,0.289,0.000,26.6,4.818,4.818,995.300,1816.613,48589.903
1627194717.9298599,2021-07-25 02:31:57.929865,9,112,2.26,0.188,0.000,26.7,4.794,4.794,1068.400,1830.977,48589.903
1627194722.9508965,2021-07-25 02:32:02.950902,10,122,2.29,0.266,0.000,25.5,5.021,5.021,1168.300,1883.863,48589.903
1627194727.5861871,2021-07-25 02:32:07.586192,11,133,2.21,0.227,0.000,27.6,4.635,4.635,1375.800,1940.699,48589.903
1627194732.6722093,2021-07-25 02:32:12.672223,12,144,2.19,0.281,0.000,25.2,5.086,5.086,949.100,1988.828,48589.903
1627194738.1915243,2021-07-25 02:32:18.191529,13,155,2.15,0.266,0.000,23.2,5.519,5.519,874.900,1996.547,48589.903
1627194743.06186,2021-07-25 02:32:23.061865,14,167,2.27,0.305,0.000,26.3,4.870,4.870,1047.400,1999.672,48589.903
1627194748.20025,2021-07-25 02:32:28.200257,15,178,2.24,0.266,0.000,24.9,5.138,5.138,951.300,2037.055,48589.903
1627194753.7458556,2021-07-25 02:32:33.745866,16,188,2.04,0.266,0.000,23.1,5.545,5.545,885.000,2059.727,48589.903
1627194758.7238865,2021-07-25 02:32:38.723891,17,200,2.04,0.328,0.000,25.7,4.978,4.978,968.200,2076.250,48589.903
1627194763.733027,2021-07-25 02:32:43.733033,18,211,2.14,0.320,0.000,25.6,5.009,5.009,980.000,2086.645,48589.903
1627194768.6046646,2021-07-25 02:32:48.604671,19,222,2.13,0.305,0.000,26.3,4.871,4.871,992.500,2085.734,48589.903
1627194773.0671682,2021-07-25 02:32:53.067175,20,232,2.13,0.328,0.000,28.7,4.462,4.462,1117.500,2095.094,48589.903
1627194777.7829137,2021-07-25 02:32:57.782927,21,243,2.12,0.250,0.000,27.1,4.716,4.716,1420.800,2120.359,48589.903
1627194782.5680783,2021-07-25 02:33:02.568082,22,253,2.08,0.352,0.000,26.8,4.785,4.785,1238.200,2132.152,48589.903
1627194787.0960634,2021-07-25 02:33:07.096069,23,263,2.16,0.258,0.000,28.3,4.528,4.528,1332.400,2164.578,48589.903
1627194792.7355049,2021-07-25 02:33:12.735517,24,273,2.07,0.312,0.000,22.7,5.639,5.639,897.300,2163.574,48589.903
1627194798.517217,2021-07-25 02:33:18.517223,25,286,2.04,0.297,0.000,22.1,5.781,5.781,828.500,2174.895,48589.903
1627194804.6587696,2021-07-25 02:33:24.658789,26,298,2.06,0.328,0.000,20.8,6.141,6.141,798.900,2182.324,48589.903
1627194810.0234516,2021-07-25 02:33:30.023459,27,311,2.05,0.398,0.000,23.9,5.364,5.364,872.500,2193.801,48589.903
1627194815.2651837,2021-07-25 02:33:35.265198,28,322,2.13,0.375,0.000,24.4,5.241,5.241,951.800,2205.238,48589.903
1627194820.4648614,2021-07-25 02:33:40.464867,29,334,2.01,0.305,0.000,24.6,5.199,5.199,948.300,2203.926,48589.903
1627194825.6163573,2021-07-25 02:33:45.616363,30,345,2.10,0.297,0.000,24.8,5.151,5.151,962.800,2202.316,48589.903
