time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627085709.9240315,2021-07-23 20:15:09.924040,0,0,2.77,0.078,0.219,8.7,14.693,14.693,0.000,1518.055,4297617.748
1627085715.0512717,2021-07-23 20:15:15.051276,1,1,2.74,0.093,0.188,25.0,5.127,5.127,1031.500,1653.254,4297617.748
1627085720.117695,2021-07-23 20:15:20.117700,2,1,2.72,0.101,0.094,25.3,5.066,5.066,1032.500,1697.930,4297617.748
1627085725.2588003,2021-07-23 20:15:25.258804,3,1,2.77,0.106,0.156,24.9,5.141,5.141,1028.200,1700.891,4297617.748
1627085730.377849,2021-07-23 20:15:30.377853,4,1,2.80,0.105,0.125,25.0,5.119,5.119,1035.300,1756.859,4297617.748
1627085737.2880323,2021-07-23 20:15:37.288036,5,2,2.71,0.105,0.188,18.5,6.910,6.910,768.900,1781.621,4297617.748
1627085744.5470436,2021-07-23 20:15:44.547048,6,4,2.71,0.114,0.125,17.6,7.259,7.259,733.600,1855.668,4297617.748
1627085751.585969,2021-07-23 20:15:51.585976,7,6,2.76,0.125,0.125,18.2,7.039,7.039,755.000,1864.406,4297617.748
1627085759.0673256,2021-07-23 20:15:59.067331,8,8,2.59,0.136,0.094,17.1,7.481,7.481,713.900,1877.969,4297617.748
1627085766.3259125,2021-07-23 20:16:06.325917,9,10,2.62,0.144,0.188,17.6,7.258,7.258,730.700,1885.176,4297617.748
1627085773.4387343,2021-07-23 20:16:13.438739,10,12,2.58,0.156,0.125,18.0,7.113,7.113,748.400,1901.570,4297617.748
1627085781.0449474,2021-07-23 20:16:21.044952,11,14,2.54,0.167,0.250,16.8,7.606,7.606,701.400,1896.977,4297617.748
1627085788.3172753,2021-07-23 20:16:28.317279,12,16,2.45,0.173,0.125,17.6,7.272,7.272,727.700,1907.863,4297617.748
1627085796.5637603,2021-07-23 20:16:36.563765,13,18,2.47,0.180,0.062,15.5,8.246,8.246,643.900,1908.488,4297617.748
1627085803.6871426,2021-07-23 20:16:43.687147,14,20,2.42,0.188,0.062,18.0,7.123,7.123,742.300,1906.656,4297617.748
1627085810.8424704,2021-07-23 20:16:50.842476,15,22,2.42,0.194,0.094,17.9,7.155,7.155,742.100,1906.316,4297617.748
