time,datetime,step,global_step,loss,accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627093298.3660698,2021-07-23 22:21:38.366079,27,46,0.52,0.109,1.5,82.628,82.628,219.900,705.578,4297617.748
1627093380.457023,2021-07-23 22:23:00.457032,28,48,0.52,0.070,1.6,82.091,82.091,215.800,697.820,4297617.748
1627093462.0350616,2021-07-23 22:24:22.035070,29,50,0.52,0.133,1.6,81.578,81.578,214.300,710.410,4297617.748
1627093546.9413977,2021-07-23 22:25:46.941407,30,52,0.52,0.133,1.5,84.906,84.906,216.700,706.762,4297617.748
1627093629.1915658,2021-07-23 22:27:09.191575,31,54,0.52,0.164,1.6,82.250,82.250,208.300,707.141,4297617.748
1627093711.2658806,2021-07-23 22:28:31.265889,32,56,0.52,0.109,1.6,82.074,82.074,218.200,708.180,4297617.748
1627093792.814426,2021-07-23 22:29:52.814434,33,58,0.52,0.133,1.6,81.548,81.548,215.700,702.883,4297617.748
1627093876.931384,2021-07-23 22:31:16.931393,34,60,0.52,0.086,1.5,84.117,84.117,212.900,702.406,4297617.748
1627093958.6482782,2021-07-23 22:32:38.648287,35,62,0.52,0.094,1.6,81.717,81.717,211.500,706.723,4297617.748
1627094043.8186493,2021-07-23 22:34:03.818671,36,64,0.52,0.125,1.5,85.170,85.170,215.400,705.570,4297617.748
1627094125.7487288,2021-07-23 22:35:25.748738,37,66,0.52,0.094,1.6,81.930,81.930,211.400,705.418,4297617.748
1627094209.1948044,2021-07-23 22:36:49.194814,38,68,0.52,0.086,1.5,83.446,83.446,217.500,703.754,4297617.748
1627094292.7242155,2021-07-23 22:38:12.724224,39,70,0.52,0.109,1.5,83.529,83.529,207.200,713.156,4297617.748
1627094372.2342849,2021-07-23 22:39:32.234293,40,72,0.52,0.086,1.6,79.510,79.510,222.300,708.457,4297617.748
1627094458.9173994,2021-07-23 22:40:58.917409,41,74,0.52,0.078,1.5,86.683,86.683,211.300,708.074,4297617.748
1627094541.5382142,2021-07-23 22:42:21.538224,42,76,0.52,0.094,1.5,82.620,82.620,207.600,710.156,4297617.748
1627094625.218005,2021-07-23 22:43:45.218011,43,78,0.52,0.055,1.5,83.679,83.679,215.300,705.930,4297617.748
1627094707.5260298,2021-07-23 22:45:07.526039,44,80,0.52,0.125,1.6,82.308,82.308,211.700,706.230,4297617.748
1627094791.6592343,2021-07-23 22:46:31.659243,45,82,0.52,0.125,1.5,84.133,84.133,214.900,708.582,4297617.748
1627094877.4661338,2021-07-23 22:47:57.466139,46,84,0.52,0.141,1.5,85.807,85.807,211.400,705.082,4297617.748
1627094961.509458,2021-07-23 22:49:21.509467,47,86,0.52,0.094,1.5,84.043,84.043,203.800,708.465,4297617.748
1627095045.7248814,2021-07-23 22:50:45.724890,48,88,0.52,0.117,1.5,84.215,84.215,217.700,704.793,4297617.748
1627095130.8014886,2021-07-23 22:52:10.801499,49,90,0.52,0.117,1.5,85.076,85.076,211.600,702.594,4297617.748
1627095215.5190077,2021-07-23 22:53:35.519017,50,92,0.52,0.109,1.5,84.717,84.717,204.300,706.676,4297617.748
1627095300.7171783,2021-07-23 22:55:00.717188,51,94,0.52,0.125,1.5,85.198,85.198,209.100,705.539,4297617.748
1627095383.34895,2021-07-23 22:56:23.348959,52,96,0.52,0.094,1.5,82.631,82.631,212.400,708.539,4297617.748
1627095469.1434314,2021-07-23 22:57:49.143440,53,98,0.52,0.086,1.5,85.794,85.794,216.000,707.012,4297617.748
1627095556.5049496,2021-07-23 22:59:16.504958,54,100,0.52,0.062,1.5,87.361,87.361,196.400,706.570,4297617.748
1627095640.8551912,2021-07-23 23:00:40.855201,55,102,0.52,0.062,1.5,84.350,84.350,215.500,708.734,4297617.748
1627095725.7665036,2021-07-23 23:02:05.766512,56,104,0.52,0.133,1.5,84.911,84.911,203.100,710.859,4297617.748
1627095808.819865,2021-07-23 23:03:28.819871,57,106,0.52,0.094,1.5,83.053,83.053,217.000,706.855,4297617.748
1627095891.7453878,2021-07-23 23:04:51.745396,58,108,0.52,0.094,1.5,82.925,82.925,213.500,707.230,4297617.748
1627095976.327488,2021-07-23 23:06:16.327497,59,110,0.52,0.078,1.5,84.582,84.582,207.200,709.605,4297617.748
1627096059.1378484,2021-07-23 23:07:39.137857,60,112,0.52,0.094,1.5,82.810,82.810,216.600,709.586,4297617.748
1627096142.1096518,2021-07-23 23:09:02.109675,61,114,0.52,0.117,1.5,82.971,82.971,214.900,708.996,4297617.748
1627096225.7616851,2021-07-23 23:10:25.761692,62,116,0.52,0.102,1.5,83.652,83.652,209.800,712.508,4297617.748
1627096306.7548366,2021-07-23 23:11:46.754845,63,118,0.52,0.086,1.6,80.993,80.993,217.900,708.527,4297617.748
1627096388.7393446,2021-07-23 23:13:08.739355,64,120,0.52,0.133,1.6,81.984,81.984,221.700,712.496,4297617.748
1627096473.644425,2021-07-23 23:14:33.644434,65,122,0.52,0.109,1.5,84.905,84.905,208.500,712.277,4297617.750
1627096557.027539,2021-07-23 23:15:57.027548,66,124,0.52,0.070,1.5,83.383,83.383,210.100,709.270,4297617.850
1627096644.6563632,2021-07-23 23:17:24.656372,67,126,0.52,0.109,1.5,87.628,87.628,202.000,710.742,4297617.850
1627096729.654355,2021-07-23 23:18:49.654363,68,128,0.52,0.102,1.5,84.998,84.998,212.400,710.273,4297617.850
1627096816.275032,2021-07-23 23:20:16.275041,69,130,0.52,0.078,1.5,86.620,86.620,204.700,709.859,4297617.850
1627096898.6312888,2021-07-23 23:21:38.631297,70,132,0.52,0.078,1.6,82.356,82.356,211.500,712.352,4297617.850
