time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627167884.4737003,2021-07-24 19:04:44.473794,0,0,0.88,0.086,0.000,1.5,84.853,84.853,0.000,563.527,48589.900
1627167952.2369783,2021-07-24 19:05:52.237002,1,18,0.75,0.094,0.000,1.9,67.761,67.761,501.500,621.859,48589.900
1627168038.4874067,2021-07-24 19:07:18.487442,2,35,0.68,0.125,0.000,1.5,86.250,86.250,388.800,657.914,48589.900
1627168105.528348,2021-07-24 19:08:25.528382,3,56,0.62,0.117,0.000,1.9,67.040,67.040,526.700,689.590,48589.900
1627168178.01941,2021-07-24 19:09:38.019440,4,73,0.59,0.117,0.000,1.8,72.490,72.490,441.300,714.488,48589.900
1627168249.285265,2021-07-24 19:10:49.285289,5,90,0.57,0.062,0.000,1.8,71.265,71.265,412.500,752.770,48589.900
1627168328.9389899,2021-07-24 19:12:08.939014,6,109,0.56,0.141,0.000,1.6,79.653,79.653,421.200,778.547,48589.900
1627168401.7538862,2021-07-24 19:13:21.753918,7,130,0.54,0.102,0.000,1.8,72.814,72.814,408.700,803.219,48589.900
1627168474.889469,2021-07-24 19:14:34.889495,8,149,0.54,0.094,0.000,1.8,73.135,73.135,394.900,825.645,48589.900
1627168551.2298295,2021-07-24 19:15:51.229850,9,169,0.53,0.078,0.000,1.7,76.340,76.340,396.500,841.352,48589.900
1627168624.0547996,2021-07-24 19:17:04.054826,10,189,0.53,0.102,0.000,1.8,72.824,72.824,433.400,856.473,48589.900
1627168698.2822428,2021-07-24 19:18:18.282270,11,208,0.53,0.070,0.000,1.7,74.227,74.227,435.200,868.160,48589.900
1627168783.3507504,2021-07-24 19:19:43.350772,12,227,0.53,0.086,0.000,1.5,85.068,85.068,384.100,894.203,48589.900
1627168859.6626806,2021-07-24 19:20:59.662713,13,250,0.52,0.062,0.000,1.7,76.311,76.311,421.800,894.379,48589.900
1627168930.1773372,2021-07-24 19:22:10.177356,14,270,0.52,0.102,0.000,1.8,70.514,70.514,427.600,908.598,48589.900
1627169013.3482096,2021-07-24 19:23:33.348245,15,288,0.52,0.094,0.000,1.5,83.170,83.170,354.500,912.129,48589.900
1627169084.413866,2021-07-24 19:24:44.413897,16,310,0.52,0.102,0.000,1.8,71.065,71.065,446.900,918.582,48589.900
1627169163.745781,2021-07-24 19:26:03.745804,17,328,0.52,0.109,0.000,1.6,79.331,79.331,429.100,929.613,48589.900
1627169241.2743196,2021-07-24 19:27:21.274342,18,348,0.52,0.102,0.000,1.7,77.528,77.528,427.600,939.840,48589.900
1627169307.077379,2021-07-24 19:28:27.077396,19,370,0.52,0.102,0.000,1.9,65.802,65.802,511.400,945.719,48589.900
1627169376.1602337,2021-07-24 19:29:36.160266,20,387,0.52,0.109,0.000,1.9,69.082,69.082,449.600,946.820,48589.900
1627169456.037878,2021-07-24 19:30:56.037904,21,406,0.52,0.102,0.000,1.6,79.877,79.877,399.000,945.648,48589.900
1627169527.6154888,2021-07-24 19:32:07.615506,22,426,0.52,0.125,0.000,1.8,71.577,71.577,465.200,960.793,48589.900
1627169605.387818,2021-07-24 19:33:25.387840,23,445,0.52,0.117,0.000,1.6,77.772,77.772,421.500,950.809,48589.900
1627169672.9924915,2021-07-24 19:34:32.992525,24,466,0.52,0.062,0.000,1.9,67.604,67.604,502.900,958.711,48589.900
1627169752.4051633,2021-07-24 19:35:52.405188,25,483,0.52,0.117,0.000,1.6,79.412,79.412,435.500,960.461,48589.900
1627169820.3452632,2021-07-24 19:37:00.345284,26,503,0.52,0.070,0.000,1.9,67.939,67.939,501.000,963.449,48589.900
1627169882.830451,2021-07-24 19:38:02.830485,27,520,0.52,0.070,0.000,2.0,62.485,62.485,466.200,970.285,48589.900
1627169946.9252574,2021-07-24 19:39:06.925273,28,536,0.52,0.102,0.000,2.0,64.094,64.094,467.000,969.094,48589.900
1627170022.5488856,2021-07-24 19:40:22.548917,29,553,0.52,0.133,0.000,1.7,75.623,75.623,402.000,971.176,48589.900
1627170090.716636,2021-07-24 19:41:30.716666,30,571,0.52,0.039,0.000,1.9,68.167,68.167,442.500,973.129,48589.900
1627170168.368932,2021-07-24 19:42:48.368948,31,589,0.52,0.109,0.000,1.6,77.651,77.651,369.300,966.996,48589.900
1627170248.522603,2021-07-24 19:44:08.522634,32,610,0.52,0.055,0.000,1.6,80.153,80.153,420.500,971.938,48589.900
1627170324.1342175,2021-07-24 19:45:24.134233,33,631,0.52,0.062,0.000,1.7,75.611,75.611,441.600,976.961,48589.900
1627170392.9806936,2021-07-24 19:46:32.980720,34,650,0.52,0.047,0.000,1.9,68.846,68.846,454.500,982.277,48589.900
1627170464.3733664,2021-07-24 19:47:44.373392,35,668,0.52,0.078,0.000,1.8,71.392,71.392,458.500,986.508,48589.900
